sphrase ID	name	* noms français	ia	da	p	pia	pda	description
abm_ml_acid_00050	Acid Damage over time 3		an	the				The enemy undergoes acid attacks over time which repeatedly drain their life points
abm_ml_acid_00065	Acid Damage over time 4		an	the				The enemy undergoes acid attacks over time which repeatedly drain their life points
abm_ml_acid_00080	Acid Damage over time 5		an	the				The enemy undergoes acid attacks over time which repeatedly drain their life points
abm_ml_acid_00100	Acid Damage over time 6		an	the				The enemy undergoes acid attacks over time which repeatedly drain their life points
abm_ml_acid_00120	Acid Damage over time 7		an	the				The enemy undergoes acid attacks over time which repeatedly drain their life points
abm_ml_acid_00140	Acid Damage over time 8		an	the				The enemy undergoes acid attacks over time which repeatedly drain their life points
abm_ml_acid_00160	Acid Damage over time 9		an	the				The enemy undergoes acid attacks over time which repeatedly drain their life points
abm_ml_acid_00180	Acid Damage over time 10		an	the				The enemy undergoes acid attacks over time which repeatedly drain their life points
abm_ml_acid_00200	Acid Damage over time 11		an	the				The enemy undergoes acid attacks over time which repeatedly drain their life points
abm_ml_acid_00225	Acid Damage over time 12		an	the				The enemy undergoes acid attacks over time which repeatedly drain their life points
abm_ml_acid_00250	Acid Damage over time 13		an	the				The enemy undergoes acid attacks over time which repeatedly drain their life points
abm_ml_cold_00030	Cold Damage over time 1		a	the				The enemy undergoes cold attacks over time which repeatedly drain their life points
abm_ml_cold_00040	Cold Damage over time 2		a	the				The enemy undergoes cold attacks over time which repeatedly drain their life points
abm_ml_cold_00050	Cold Damage over time 3		a	the				The enemy undergoes cold attacks over time which repeatedly drain their life points
abm_ml_cold_00065	Cold Damage over time 4		a	the				The enemy undergoes cold attacks over time which repeatedly drain their life points
abm_ml_cold_00080	Cold Damage over time 5		a	the				The enemy undergoes cold attacks over time which repeatedly drain their life points
abm_ml_cold_00100	Cold Damage over time 6		a	the				The enemy undergoes cold attacks over time which repeatedly drain their life points
abm_ml_cold_00120	Cold Damage over time 7		a	the				The enemy undergoes cold attacks over time which repeatedly drain their life points
abm_ml_cold_00140	Cold Damage over time 8		a	the				The enemy undergoes cold attacks over time which repeatedly drain their life points
abm_ml_cold_00160	Cold Damage over time 9		a	the				The enemy undergoes cold attacks over time which repeatedly drain their life points
abm_ml_cold_00180	Cold Damage over time 10		a	the				The enemy undergoes cold attacks over time which repeatedly drain their life points
abm_ml_cold_00200	Cold Damage over time 11		a	the				The enemy undergoes cold attacks over time which repeatedly drain their life points
abm_ml_cold_00225	Cold Damage over time 12		a	the				The enemy undergoes cold attacks over time which repeatedly drain their life points
abm_ml_cold_00250	Cold Damage over time 13		a	the				The enemy undergoes cold attacks over time which repeatedly drain their life points
abm_ml_rot_00030	Rot Damage over time 1		a	the				The enemy undergoes rot attacks over time which repeatedly drain their life points
abm_ml_rot_00040	Rot Damage over time 2		a	the				The enemy undergoes rot attacks over time which repeatedly drain their life points
abm_ml_rot_00050	Rot Damage over time 3		a	the				The enemy undergoes rot attacks over time which repeatedly drain their life points
abm_ml_rot_00065	Rot Damage over time 4		a	the				The enemy undergoes rot attacks over time which repeatedly drain their life points
abm_ml_rot_00080	Rot Damage over time 5		a	the				The enemy undergoes rot attacks over time which repeatedly drain their life points
abm_ml_rot_00100	Rot Damage over time 6		a	the				The enemy undergoes rot attacks over time which repeatedly drain their life points
abm_ml_rot_00120	Rot Damage over time 7		a	the				The enemy undergoes rot attacks over time which repeatedly drain their life points
abm_ml_rot_00140	Rot Damage over time 8		a	the				The enemy undergoes rot attacks over time which repeatedly drain their life points
abm_ml_rot_00160	Rot Damage over time 9		a	the				The enemy undergoes rot attacks over time which repeatedly drain their life points
abm_ml_rot_00180	Rot Damage over time 10		a	the				The enemy undergoes rot attacks over time which repeatedly drain their life points
abm_ml_rot_00200	Rot Damage over time 11		a	the				The enemy undergoes rot attacks over time which repeatedly drain their life points
abm_ml_rot_00225	Rot Damage over time 12		a	the				The enemy undergoes rot attacks over time which repeatedly drain their life points
abm_ml_rot_00250	Rot Damage over time 13		a	the				The enemy undergoes rot attacks over time which repeatedly drain their life points
abm_mt_electric_00140	Electric Damage 1		an	the				Inflicts electric damage on enemy
abm_mt_electric_00160	Electric Damage 2		an	the				Inflicts electric damage on enemy
abm_mt_electric_00180	Electric Damage 3		an	the				Inflicts electric damage on enemy
abm_mt_electric_00200	Electric Damage 4		an	the				Inflicts electric damage on enemy
abm_mt_electric_00225	Electric Damage 5		an	the				Inflicts electric damage on enemy
abm_mt_electric_00250	Electric Damage 6		an	the				Inflicts electric damage on enemy
abm_mt_fire_00140	Fire Damage 1		a	the				Inflicts fire damage on enemy
abm_mt_fire_00160	Fire Damage 2		a	the				Inflicts fire damage on enemy
abm_mt_fire_00180	Fire Damage 3		a	the				Inflicts fire damage on enemy
abm_mt_fire_00200	Fire Damage 4		a	the				Inflicts fire damage on enemy
abm_mt_fire_00225	Fire Damage 5		a	the				Inflicts fire damage on enemy
abm_mt_fire_00250	Fire Damage 6		a	the				Inflicts fire damage on enemy
abm_mt_poison_00140	Poison Damage 1		a	the				Inflicts poison damage on enemy
abm_mt_poison_00160	Poison Damage 2		a	the				Inflicts poison damage on enemy
abm_mt_poison_00180	Poison Damage 3		a	the				Inflicts poison damage on enemy
abm_mt_poison_00200	Poison Damage 4		a	the				Inflicts poison damage on enemy
abm_mt_poison_00225	Poison Damage 5		a	the				Inflicts poison damage on enemy
abm_mt_poison_00250	Poison Damage 6		a	the				Inflicts poison damage on enemy
abm_mt_shockwave_00140	Shockwave Damage 1		a	the				Inflicts shockwave damage on enemy
abm_mt_shockwave_00160	Shockwave Damage 2		a	the				Inflicts shockwave damage on enemy
abm_mt_shockwave_00180	Shockwave Damage 3		a	the				Inflicts shockwave damage on enemy
abm_mt_shockwave_00200	Shockwave Damage 4		a	the				Inflicts shockwave damage on enemy
abm_mt_shockwave_00225	Shockwave Damage 5		a	the				Inflicts shockwave damage on enemy
abm_mt_shockwave_00250	Shockwave Damage 6		a	the				Inflicts shockwave damage on enemy
abm_mt_acid_00003	Acid Damage 1		an	the				Inflicts acid damage on enemy
abm_mt_acid_00015	Acid Damage 2		an	the				Inflicts acid damage on enemy
abm_mt_acid_00030	Acid Damage 3		an	the				Inflicts acid damage on enemy
abm_mt_acid_00040	Acid Damage 4		an	the				Inflicts acid damage on enemy
abm_mt_acid_00050	Acid Damage 5		an	the				Inflicts acid damage on enemy
abm_mt_acid_00065	Acid Damage 6		an	the				Inflicts acid damage on enemy
abm_mt_acid_00080	Acid Damage 7		an	the				Inflicts acid damage on enemy
abm_mt_acid_00100	Acid Damage 8		an	the				Inflicts acid damage on enemy
abm_mt_acid_00120	Acid Damage 9		an	the				Inflicts acid damage on enemy
abm_mt_acid_00140	Acid Damage 10		an	the				Inflicts acid damage on enemy
abm_mt_acid_00160	Acid Damage 11		an	the				Inflicts acid damage on enemy
abm_mt_acid_00180	Acid Damage 12		an	the				Inflicts acid damage on enemy
abm_mt_acid_00200	Acid Damage 13		an	the				Inflicts acid damage on enemy
abm_mt_acid_00225	Acid Damage 14		an	the				Inflicts acid damage on enemy
abm_mt_acid_00250	Acid Damage 15		an	the				Inflicts acid damage on enemy
abm_mt_cold_00005	Cold Damage 1		a	the				Inflicts cold damage on enemy
abm_mt_cold_00015	Cold Damage 2		a	the				Inflicts cold damage on enemy
abm_mt_cold_00030	Cold Damage 3		a	the				Inflicts cold damage on enemy
abm_mt_cold_00040	Cold Damage 4		a	the				Inflicts cold damage on enemy
abm_mt_cold_00050	Cold Damage 5		a	the				Inflicts cold damage on enemy
abm_mt_cold_00065	Cold Damage 6		a	the				Inflicts cold damage on enemy
abm_mt_cold_00080	Cold Damage 7		a	the				Inflicts cold damage on enemy
abm_mt_cold_00100	Cold Damage 8		a	the				Inflicts cold damage on enemy
abm_mt_cold_00120	Cold Damage 9		a	the				Inflicts cold damage on enemy
abm_mt_cold_00140	Cold Damage 10		a	the				Inflicts cold damage on enemy
abm_mt_cold_00160	Cold Damage 11		a	the				Inflicts cold damage on enemy
abm_mt_cold_00180	Cold Damage 12		a	the				Inflicts cold damage on enemy
abm_mt_cold_00200	Cold Damage 13		a	the				Inflicts cold damage on enemy
abm_mt_cold_00225	Cold Damage 14		a	the				Inflicts cold damage on enemy
abm_mt_cold_00250	Cold Damage 15		a	the				Inflicts cold damage on enemy
abm_mt_rot_00015	Rot Damage 1		a	the				Inflicts rot damage on enemy
abm_mt_rot_00030	Rot Damage 2		a	the				Inflicts rot damage on enemy
abm_mt_rot_00040	Rot Damage 3		a	the				Inflicts rot damage on enemy
abm_mt_rot_00050	Rot Damage 4		a	the				Inflicts rot damage on enemy
abm_mt_rot_00065	Rot Damage 5		a	the				Inflicts rot damage on enemy
abm_mt_rot_00080	Rot Damage 6		a	the				Inflicts rot damage on enemy
abm_mt_rot_00100	Rot Damage 7		a	the				Inflicts rot damage on enemy
abm_mt_rot_00120	Rot Damage 8		a	the				Inflicts rot damage on enemy
abm_mt_rot_00140	Rot Damage 9		a	the				Inflicts rot damage on enemy
abm_mt_rot_00160	Rot Damage 10		a	the				Inflicts rot damage on enemy
abm_mt_rot_00180	Rot Damage 11		a	the				Inflicts rot damage on enemy
abm_mt_rot_00200	Rot Damage 12		a	the				Inflicts rot damage on enemy
abm_mt_rot_00225	Rot Damage 13		a	the				Inflicts rot damage on enemy
abm_mt_rot_00250	Rot Damage 14		a	the				Inflicts rot damage on enemy
absf_protection_01	Melee Protection Aura 1		a	the				Rend invulnérable aux attaques mêlées.
absf_protection_02	Melee Protection Aura 2		a	the				Rend invulnérable aux attaques mêlées.
absf_protection_03	Melee Protection Aura 3		a	the				Rend invulnérable aux attaques mêlées.
absf_protection_04	Melee Protection Aura 4		a	the				Rend invulnérable aux attaques mêlées.
absf_protection_05	Melee Protection Aura 5		a	the				Rend invulnérable aux attaques mêlées.
absf_protection_06	Melee Protection Aura 6		a	the				Rend invulnérable aux attaques mêlées.
absf_umbrella_01	Range Protection Aura 1		a	the				Rend invulnérable aux attaques à distance non magiques.
absf_umbrella_02	Range Protection Aura 2		a	the				Rend invulnérable aux attaques à distance non magiques.
absf_umbrella_03	Range Protection Aura 3		a	the				Rend invulnérable aux attaques à distance non magiques.
absf_umbrella_04	Range Protection Aura 4		a	the				Rend invulnérable aux attaques à distance non magiques.
absf_umbrella_05	Range Protection Aura 5		a	the				Rend invulnérable aux attaques à distance non magiques.
absf_umbrella_06	Range Protection Aura 6		a	the				Rend invulnérable aux attaques à distance non magiques.
absm_anti_magic_shield_01	Anti Magic Shield Aura		an	the				Rend invulnérable aux attaques magiques.
absm_anti_magic_shield_02	Anti Magic Shield Aura		an	the				Rend invulnérable aux attaques magiques.
absm_anti_magic_shield_03	Anti Magic Shield Aura		an	the				Rend invulnérable aux attaques magiques.
absm_anti_magic_shield_04	Anti Magic Shield Aura		an	the				Rend invulnérable aux attaques magiques.
absm_anti_magic_shield_05	Anti Magic Shield Aura		an	the				Rend invulnérable aux attaques magiques.
absm_anti_magic_shield_06	Anti Magic Shield Aura		an	the				Rend invulnérable aux attaques magiques.
absx_invulnerability_01	Invulnerability		an	the				Rend invulnérable, insensible a toute magie, et interdit toute action
absx_invulnerability_02	Invulnerability		an	the				Rend invulnérable, insensible a toute magie, et interdit toute action
absx_invulnerability_03	Invulnerability		an	the				Rend invulnérable, insensible a toute magie, et interdit toute action
absx_invulnerability_04	Invulnerability		an	the				Rend invulnérable, insensible a toute magie, et interdit toute action
absx_invulnerability_05	Invulnerability		an	the				Rend invulnérable, insensible a toute magie, et interdit toute action
absx_invulnerability_06	Invulnerability		an	the				Rend invulnérable, insensible a toute magie, et interdit toute action
abm_double_heal	Celestial Double Missile Spell Blueprint		a	the				Fourni le plan de magie permettant la création de sorts de magie à double effet de soin
abm_dd_affliction	Atysian Afflicting Missile Spell Blueprint		an	the				Fourni le plan de magie permettant la création de sorts combinant un dégat direct et une affliction offensive
abm_dd_dot	Atysian Drain Missile Spell Blueprint		an	the				Fourni le plan de magie permettant la création de sorts combinant un dégat direct et des degats sur le temps
abm_dot_affliction	Atysian Afflicting Drain Spell Blueprint		an	the				Fourni le plan de magie permettant la création de sorts combinant des dégats sur le temps et une affliction offensive
abm_double_dd	Atysian Double Missile Spell Blueprint		an	the				Fourni le plan de magie permettant la création de sorts avec double effet de dégâts directs
abm_double_dot	Atysian Double Drain Spell Blueprint		an	the				Fourni le plan de magie permettant la création de sorts infligeant un double effet de dégâts sur le temps
abm_double_self_heal	Primal Double Magic Spell Blueprint		a	the				Fourni le plan de magie permettant la création de sorts à double effet agissant sur le lanceur lui-même
abm_credit_casting_time_00050	Credit Casting Time 13		a	the				Fourni une brique de crédit de magie augmentant la durée de lancement du sort
abm_credit_casting_time_00065	Credit Casting Time 14		a	the				Fourni une brique de crédit de magie augmentant la durée de lancement du sort
