*HASH_VALUE	sbrick ID	name	* noms français	description	description2
_20325662F5FDD4DA	bsfmk04	Водяной барьер, мощность 4		На $1SP_WATER_WALL_AURA секунд создает вокруг вас водяной барьер, поглощающий $4SP_WATER_WALL_AURA % повреждений, нанесенных противником врукопашную.	
_20325663F50DD4DA	bsfmk05	Водяной барьер, мощность 5		На $1SP_WATER_WALL_AURA секунд создает вокруг вас водяной барьер, поглощающий $4SP_WATER_WALL_AURA % повреждений, нанесенных противником врукопашную.	
_B16DC12D4F5CCD36	bsfmi02	Огненный барьер, мощность 2		На $1SP_FIRE_WALL_AURA секунд создает вокруг вас огненный барьер, наносящий $4SP_FIRE_WALL_AURA единиц повреждения врагам, атакующим вас врукопашную.	
_B16DC12D8F6CCD36	bsfmi03	Огненный барьер, мощность 3		На $1SP_FIRE_WALL_AURA секунд создает вокруг вас огненный барьер, наносящий $4SP_FIRE_WALL_AURA единиц повреждения врагам, атакующим вас врукопашную.	
_B16DC12DD07CCD36	bsfmi04	Огненный барьер, мощность 4		На $1SP_FIRE_WALL_AURA секунд создает вокруг вас огненный барьер, наносящий $4SP_FIRE_WALL_AURA единиц повреждения врагам, атакующим вас врукопашную.	
_B16DC12D108CCD36	bsfmi05	Огненный барьер, мощность 5		На $1SP_FIRE_WALL_AURA секунд создает вокруг вас огненный барьер, наносящий $4SP_FIRE_WALL_AURA единиц повреждения врагам, атакующим вас врукопашную.	
_7EF3632137DD85D6	bsfmj02	Барьер из шипов, мощность 2		На $1SP_THORN_WALL_AURA секунд создает вокруг вас барьер из шипов, снижающий скорость атаки противника на $INFO.	
_7EF3632237ED85D6	bsfmj03	Барьер из шипов, мощность 3		На $1SP_THORN_WALL_AURA секунд создает вокруг вас барьер из шипов, снижающий скорость атаки противника на $INFO.	
_7EF3632337FD85D6	bsfmj04	Барьер из шипов, мощность 4		На $1SP_THORN_WALL_AURA секунд создает вокруг вас барьер из шипов, снижающий скорость атаки противника на $INFO.	
_7EF36324370D85D6	bsfmj05	Барьер из шипов, мощность 5		На $1SP_THORN_WALL_AURA секунд создает вокруг вас барьер из шипов, снижающий скорость атаки противника на $INFO.	
_832028F4AEAA19EB	bsfml02	Электрический барьер, мощность 2		На $1SP_LIGHTNING_WALL_AURA секунд создает вокруг вас электрический барьер, временно снижающий эффективность боевых навыков противника на $|4SP_LIGHTNING_WALL_AURA.	
_832028F4AEBA19EC	bsfml03	Электрический барьер, мощность 3		На $1SP_LIGHTNING_WALL_AURA секунд создает вокруг вас электрический барьер, временно снижающий эффективность боевых навыков противника на $|4SP_LIGHTNING_WALL_AURA.	
_832028F4AECA19ED	bsfml04	Электрический барьер, мощность 4		На $1SP_LIGHTNING_WALL_AURA секунд создает вокруг вас электрический барьер, временно снижающий эффективность боевых навыков противника на $|4SP_LIGHTNING_WALL_AURA.	
