*HASH_VALUE	sphrase ID	name	* noms français	ia	da	p	pia	pda	description		
_FE84B4F31CBB5887	abm_ml_blind_00050	Ceguera 4		un	el				Ciega al enemigo que se vuelve mucho menos eficiente en el ataque.		
_FE84C8F51CBB5887	abm_ml_blind_00065	Ceguera 5		un	el				Ciega al enemigo que se vuelve mucho menos eficiente en el ataque.		
_FE84B4F81CBB5887	abm_ml_blind_00080	Ceguera 6		un	el				Ciega al enemigo que se vuelve mucho menos eficiente en el ataque.		
_FE84B4F15CBB5887	abm_ml_blind_00100	Ceguera 7		un	el				Ciega al enemigo que se vuelve mucho menos eficiente en el ataque.		
_FE84B4F45CBB5887	abm_ml_blind_00120	Ceguera 8		un	el				Ciega al enemigo que se vuelve mucho menos eficiente en el ataque.		
_FE84B4F75CBB5887	abm_ml_blind_00140	Ceguera 9		un	el				Ciega al enemigo que se vuelve mucho menos eficiente en el ataque.		
_A209A8FBEE047A06	abm_ml_blind_00160	Ceguera 10		un	el				Ciega al enemigo que se vuelve mucho menos eficiente en el ataque.		
_A209ACFDEE047A06	abm_ml_blind_00180	Ceguera 11		un	el				Ciega al enemigo que se vuelve mucho menos eficiente en el ataque.		
_A209B0F52E047A06	abm_ml_blind_00200	Ceguera 12		un	el				Ciega al enemigo que se vuelve mucho menos eficiente en el ataque.		
_A209C8F72E047A06	abm_ml_blind_00225	Ceguera 13		un	el				Ciega al enemigo que se vuelve mucho menos eficiente en el ataque.		
_A209B8FA2E047A06	abm_ml_blind_00250	Ceguera 14		un	el				Ciega al enemigo que se vuelve mucho menos eficiente en el ataque.		
_E5CE6B54E40FDC1D	abm_ml_madness_00015	Locura 1		una	la				Vuelve loco al enemigo que luego se atacan a si mismos.		
_A4EE6B54E40FDC1E	abm_ml_madness_00030	Locura 2		una	la				Vuelve loco al enemigo que luego se atacan a si mismos.		
_A4FE6B54E40FDC1F	abm_ml_madness_00040	Locura 3		una	la				Vuelve loco al enemigo que luego se atacan a si mismos.		
_A40E6B54E40FDC20	abm_ml_madness_00050	Locura 4		una	la				Vuelve loco al enemigo que luego se atacan a si mismos.		
_E51E6B54E40F5C21	abm_ml_madness_00065	Locura 5		una	la				Vuelve loco al enemigo que luego se atacan a si mismos.		
_A43E6B54E40FDC22	abm_ml_madness_00080	Locura 6		una	la				Vuelve loco al enemigo que luego se atacan a si mismos.		
_A4BE6F54E40FDC23	abm_ml_madness_00100	Locura 7		una	la				Vuelve loco al enemigo que luego se atacan a si mismos.		
_A4DE6F54E40FDC24	abm_ml_madness_00120	Locura 8		una	la				Vuelve loco al enemigo que luego se atacan a si mismos.		
_A4FE6F54E40FDC25	abm_ml_madness_00140	Locura 9		una	la				Vuelve loco al enemigo que luego se atacan a si mismos.		
_6D73A6E482A5C5E5	abm_ml_madness_00160	Locura 10		una	la				Vuelve loco al enemigo que luego se atacan a si mismos.		
_6D93A6E482A5C9E5	abm_ml_madness_00180	Locura 11		una	la				Vuelve loco al enemigo que luego se atacan a si mismos.		
_6D13AAE482A5CDE5	abm_ml_madness_00200	Locura 12		una	la				Vuelve loco al enemigo que luego se atacan a si mismos.		
_AE33AAE482A5D1E5	abm_ml_madness_00225	Locura 13		una	la				Vuelve loco al enemigo que luego se atacan a si mismos.		
_6D63AAE482A5D5E5	abm_ml_madness_00250	Locura 15		una	la				Vuelve loco al enemigo que luego se atacan a si mismos.		
_D2957355F628EC33	abm_ml_root_00015	Enraizamiento 1		un	el				Te permite enraizar al enemigo en el lugar.		
_D29573507638EC33	abm_ml_root_00030	Enraizamiento 2		un	el				Te permite enraizar al enemigo en el lugar.		
_D2957350B748EC33	abm_ml_root_00040	Enraizamiento 3		un	el				Te permite enraizar al enemigo en el lugar.		
_D2957350F758EC33	abm_ml_root_00050	Enraizamiento 4		un	el				Te permite enraizar al enemigo en el lugar.		
_D29573553768EC33	abm_ml_root_00065	Enraizamiento 5		un	el				Te permite enraizar al enemigo en el lugar.		
_D2957350B878EC33	abm_ml_root_00080	Enraizamiento 6		un	el				Te permite enraizar al enemigo en el lugar.		
_D2957350B698EC33	abm_ml_root_00100	Enraizamiento 7		un	el				Te permite enraizar al enemigo en el lugar.		
_D295735036A8EC33	abm_ml_root_00120	Enraizamiento 8		un	el				Te permite enraizar al enemigo en el lugar.		
_D2957350B7B8EC33	abm_ml_root_00140	Enraizamiento 9		un	el				Te permite enraizar al enemigo en el lugar.		
_99B0D442B0117E40	abm_ml_root_00160	Enraizamiento 10		un	el				Te permite enraizar al enemigo en el lugar.		
_99B0D44271117E40	abm_ml_root_00180	Enraizamiento 11		un	el				Te permite enraizar al enemigo en el lugar.		
_99B0D442AF217E40	abm_ml_root_00200	Enraizamiento 12		un	el				Te permite enraizar al enemigo en el lugar.		
_99B0D4476F217E40	abm_ml_root_00225	Enraizamiento 13		un	el				Te permite enraizar al enemigo en el lugar.		
_99B0D44271217E40	abm_ml_root_00250	Enraizamiento 14		un	el				Te permite enraizar al enemigo en el lugar.		
_F3C3F90AF8E9446D	abm_ml_slow_attack_00010	Tasa de Ataque Lento 1		una	la				Reduce la frecuencia de los ataques del enemigo.		
_F3C3FD0AF809446D	abm_ml_slow_attack_00030	Tasa de Ataque Lento 2		una	la				Reduce la frecuencia de los ataques del enemigo.		
_F3C3010AF819446D	abm_ml_slow_attack_00040	Tasa de Ataque Lento 3		una	la				Reduce la frecuencia de los ataques del enemigo.		
_F3C3050AF829446D	abm_ml_slow_attack_00050	Tasa de Ataque Lento 4		una	la				Reduce la frecuencia de los ataques del enemigo.		
_F3C3090A3939446D	abm_ml_slow_attack_00065	Tasa de Ataque Lento 5		una	la				Reduce la frecuencia de los ataques del enemigo.		
_F3C30D0AF859446D	abm_ml_slow_attack_00080	Tasa de Ataque Lento 6		una	la				Reduce la frecuencia de los ataques del enemigo.		
_F3C3110AF8D9486D	abm_ml_slow_attack_00100	Tasa de Ataque Lento 7		una	la				Reduce la frecuencia de los ataques del enemigo.		
_F3C3150AF8F9486D	abm_ml_slow_attack_00120	Tasa de Ataque Lento 8		una	la				Reduce la frecuencia de los ataques del enemigo.		
_F3C3190AF819486D	abm_ml_slow_attack_00140	Tasa de Ataque Lento 9		una	la				Reduce la frecuencia de los ataques del enemigo.		
_FB0C120FE91AC8C7	abm_ml_slow_attack_00160	Tasa de Ataque Lento 10		una	la				Reduce la frecuencia de los ataques del enemigo.		
_FB1C120FE93AC8C7	abm_ml_slow_attack_00180	Tasa de Ataque Lento 11		una	la				Reduce la frecuencia de los ataques del enemigo.		
_FB2C120FE9BACCC7	abm_ml_slow_attack_00200	Tasa de Ataque Lento 12		una	la				Reduce la frecuencia de los ataques del enemigo.		
_FB3C120F2ADACCC7	abm_ml_slow_attack_00225	Tasa de Ataque Lento 13		una	la				Reduce la frecuencia de los ataques del enemigo.		
_FB4C120FE90ACCC7	abm_ml_slow_attack_00250	Tasa de Ataque Lento 14		una	la				Reduce la frecuencia de los ataques del enemigo.		
_D31B464DC4BDA7FD	abm_ml_slow_move_00010	Movimiento Lento 1		un	el				Retarda los movimientos del enemigo.		
_D31B464DC4BDA700	abm_ml_slow_move_00030	Movimiento Lento 2		un	el				Retarda los movimientos del enemigo.		
_D31B464DC4BDA702	abm_ml_slow_move_00040	Movimiento Lento 3		un	el				Retarda los movimientos del enemigo.		
_D31B464DC4BDA704	abm_ml_slow_move_00050	Movimiento Lento 4		un	el				Retarda los movimientos del enemigo.		
_D31B464DC4BDBB06	abm_ml_slow_move_00065	Movimiento Lento 5		un	el				Retarda los movimientos del enemigo.		
_D31B464DC4BDA709	abm_ml_slow_move_00080	Movimiento Lento 6		un	el				Retarda los movimientos del enemigo.		
_131B464DC4BDA702	abm_ml_slow_move_00100	Movimiento Lento 7		un	el				Retarda los movimientos del enemigo.		
_131B464DC4BDA705	abm_ml_slow_move_00120	Movimiento Lento 8		un	el				Retarda los movimientos del enemigo.		
_131B464DC4BDA708	abm_ml_slow_move_00140	Movimiento Lento 9		un	el				Retarda los movimientos del enemigo.		
_6647D367057012AE	abm_ml_slow_move_00160	Movimiento Lento 10		un	el				Retarda los movimientos del enemigo.		
_6647D367057016B0	abm_ml_slow_move_00180	Movimiento Lento 11		un	el				Retarda los movimientos del enemigo.		
_A647D36705701AA8	abm_ml_slow_move_00200	Movimiento Lento 12		un	el				Retarda los movimientos del enemigo.		
_A647D367057032AA	abm_ml_slow_move_00225	Movimiento Lento 13		un	el				Retarda los movimientos del enemigo.		
_A647D367057022AD	abm_ml_slow_move_00250	Movimiento Lento 14		un	el				Retarda los movimientos del enemigo.		
_92ECFE8D24FE9508	abm_ml_electric_00140	Daño de Electricidad a través del tiempo 1		un	el				El enemigo sufre ataques de electricidad a través del tiempo que repetidamente consume sus puntos de golpe.		
_12FCFE8D24FE9508	abm_ml_electric_00160	Daño de Electricidad a través del tiempo 2		un	el				El enemigo sufre ataques de electricidad a través del tiempo que repetidamente consume sus puntos de golpe.		
_930CFE8D24FE9508	abm_ml_electric_00180	Daño de Electricidad a través del tiempo 3		un	el				El enemigo sufre ataques de electricidad a través del tiempo que repetidamente consume sus puntos de golpe.		
_912CFE8D24FE9508	abm_ml_electric_00200	Daño de Electricidad a través del tiempo 4		un	el				El enemigo sufre ataques de electricidad a través del tiempo que repetidamente consume sus puntos de golpe.		
_113CFE8D24FE950D	abm_ml_electric_00225	Daño de Electricidad a través del tiempo 5		un	el				El enemigo sufre ataques de electricidad a través del tiempo que repetidamente consume sus puntos de golpe.		
_D24CFE8D24FE9508	abm_ml_electric_00250	Daño de Electricidad a través del tiempo 6		un	el				El enemigo sufre ataques de electricidad a través del tiempo que repetidamente consume sus puntos de golpe.		
_48569AF2C31A4044	abm_ml_fire_00140	Daño de Fuego a través del tiempo 1		un	el				El enemigo sufre ataques de fuego a través del tiempo que repetidamente consume sus puntos de golpe.		
_48569AF2831A4044	abm_ml_fire_00160	Daño de Fuego a través del tiempo 2		un	el				El enemigo sufre ataques de fuego a través del tiempo que repetidamente consume sus puntos de golpe.		
_48569AF2441A4044	abm_ml_fire_00180	Daño de Fuego a través del tiempo 3		un	el				El enemigo sufre ataques de fuego a través del tiempo que repetidamente consume sus puntos de golpe.		
_48569AF2832A4044	abm_ml_fire_00200	Daño de Fuego a través del tiempo 4		un	el				El enemigo sufre ataques de fuego a través del tiempo que repetidamente consume sus puntos de golpe.		
_48569AF7432A4044	abm_ml_fire_00225	Daño de Fuego a través del tiempo 5		un	el				El enemigo sufre ataques de fuego a través del tiempo que repetidamente consume sus puntos de golpe.		
_48569AF2442A4044	abm_ml_fire_00250	Daño de Fuego a través del tiempo 6		un	el				El enemigo sufre ataques de fuego a través del tiempo que repetidamente consume sus puntos de golpe.		
_3055B19FC33C26F8	abm_ml_poison_00140	Daño de Veneno a través del tiempo 1		un	el				El enemigo sufre ataques de veneno a través del tiempo que repetidamente consumen sus puntos de golpe.		
_7055B99FC33C26F8	abm_ml_poison_00160	Daño de Veneno a través del tiempo 2		un	el				El enemigo sufre ataques de veneno a través del tiempo que repetidamente consumen sus puntos de golpe.		
_B055C19FC33C26F8	abm_ml_poison_00180	Daño de Veneno a través del tiempo 3		un	el				El enemigo sufre ataques de veneno a través del tiempo que repetidamente consumen sus puntos de golpe.		
_F155A1A0C33C26F8	abm_ml_poison_00200	Daño de Veneno a través del tiempo 4		un	el				El enemigo sufre ataques de veneno a través del tiempo que repetidamente consumen sus puntos de golpe.		
_31A5A9A0C33C26F8	abm_ml_poison_00225	Daño de Veneno a través del tiempo 5		un	el				El enemigo sufre ataques de veneno a través del tiempo que repetidamente consumen sus puntos de golpe.		
_7155B5A0C33C26F8	abm_ml_poison_00250	Daño de Veneno a través del tiempo 6		un	el				El enemigo sufre ataques de veneno a través del tiempo que repetidamente consumen sus puntos de golpe.		
_42D8EAB7C4225812	abm_ml_shockwave_00140	Daño de Onda de Choque a través del tiempo 1		un	el				El enemigo sufre ataques de onda de choque a través del tiempo que repetidamente consumen sus puntos de golpe.		
_42D8EEB7C4225814	abm_ml_shockwave_00160	Daño de Onda de Choque a través del tiempo 2		un	el				El enemigo sufre ataques de onda de choque a través del tiempo que repetidamente consumen sus puntos de golpe.		
_42D8F2B7C4225816	abm_ml_shockwave_00180	Daño de Onda de Choque a través del tiempo 3		un	el				El enemigo sufre ataques de onda de choque a través del tiempo que repetidamente consumen sus puntos de golpe.		
_82D8F6B7C422580E	abm_ml_shockwave_00200	Daño de Onda de Choque a través del tiempo 4		un	el				El enemigo sufre ataques de onda de choque a través del tiempo que repetidamente consumen sus puntos de golpe.		
_82D8FAB7C4226C10	abm_ml_shockwave_00225	Daño de Onda de Choque a través del tiempo 5		un	el				El enemigo sufre ataques de onda de choque a través del tiempo que repetidamente consumen sus puntos de golpe.		
_82D8FEB7C4225813	abm_ml_shockwave_00250	Daño de Onda de Choque a través del tiempo 6		un	el				El enemigo sufre ataques de onda de choque a través del tiempo que repetidamente consumen sus puntos de golpe.		
_DF70C6BDBEB11FC6	abm_ml_acid_00030	Daño por Acido a través del tiempo 1		un	el				El enemigo sufre ataques de acido a través del tiempo que repetidamente consumen sus puntos de golpe.		
_DF70C6BD3FB11FC6	abm_ml_acid_00040	Daño por Acido a través del tiempo 2		un	el				El enemigo sufre ataques de acido a través del tiempo que repetidamente consumen sus puntos de golpe.		
_DF70C6BDBFB11FC6	abm_ml_acid_00050	Daño por Acido a través del tiempo 3		un	el				El enemigo sufre ataques de acido a través del tiempo que repetidamente consumen sus puntos de golpe.		
_DF70C6C240B11FC6	abm_ml_acid_00065	Daño por Acido a través del tiempo 4		un	el				El enemigo sufre ataques de acido a través del tiempo que repetidamente consumen sus puntos de golpe.		
_DF70C6BD01B11FC6	abm_ml_acid_00080	Daño por Acido a través del tiempo 5		un	el				El enemigo sufre ataques de acido a través del tiempo que repetidamente consumen sus puntos de golpe.		
_DF70C6BD3FC11FC6	abm_ml_acid_00100	Daño por Acido a través del tiempo 6		un	el				El enemigo sufre ataques de acido a través del tiempo que repetidamente consumen sus puntos de golpe.		
_DF70C6BDFFC11FC6	abm_ml_acid_00120	Daño por Acido a través del tiempo 7		un	el				El enemigo sufre ataques de acido a través del tiempo que repetidamente consumen sus puntos de golpe.		
_DF70C6BDC1C11FC6	abm_ml_acid_00140	Daño por Acido a través del tiempo 8		un	el				El enemigo sufre ataques de acido a través del tiempo que repetidamente consumen sus puntos de golpe.		
_DF70C6BD81C11FC6	abm_ml_acid_00160	Daño por Acido a través del tiempo 9		un	el				El enemigo sufre ataques de acido a través del tiempo que repetidamente consumen sus puntos de golpe.		
_485EE885A03B2D2E	abm_ml_acid_00180	Daño por Acido a través del tiempo 10		un	el				El enemigo sufre ataques de acido a través del tiempo que repetidamente consumen sus puntos de golpe.		
_485EE8869E4B2D2E	abm_ml_acid_00200	Daño por Acido a través del tiempo 11		un	el				El enemigo sufre ataques de acido a través del tiempo que repetidamente consumen sus puntos de golpe.		
_485EE88C1E4B2D2E	abm_ml_acid_00225	Daño por Acido a través del tiempo 12		un	el				El enemigo sufre ataques de acido a través del tiempo que repetidamente consumen sus puntos de golpe.		
_485EE888DF4B2D2E	abm_ml_acid_00250	Daño por Acido a través del tiempo 13		un 	el				El enemigo sufre ataques de acido a través del tiempo que repetidamente consumen sus puntos de golpe.		
_87458EF5C10A4043	abm_ml_cold_00030	Daño de Frio a través del tiempo 1		un	el				El enemigo sufre ataques de frio a través del tiempo que repetidamente consumen sus puntos de golpe.		
_87458EF5420A4043	abm_ml_cold_00040	Daño de Frio a través del tiempo 2		un	el				El enemigo sufre ataques de frio a través del tiempo que repetidamente consumen sus puntos de golpe.		
_87458EF5C20A4043	abm_ml_cold_00050	Daño de Frio a través del tiempo 3		un	el				El enemigo sufre ataques de frio a través del tiempo que repetidamente consumen sus puntos de golpe.		
_87458EFA430A4043	abm_ml_cold_00065	Daño de Frio a través del tiempo 4		un	el				El enemigo sufre ataques de frio a través del tiempo que repetidamente consumen sus puntos de golpe.		
_87458EF5040A4043	abm_ml_cold_00080	Daño de Frio a través del tiempo 5		un	el				El enemigo sufre ataques de frio a través del tiempo que repetidamente consumen sus puntos de golpe.		
_87458EF5421A4043	abm_ml_cold_00100	Daño de Frio a través del tiempo 6		un	el				El enemigo sufre ataques de frio a través del tiempo que repetidamente consumen sus puntos de golpe.		
_87458EF5021A4043	abm_ml_cold_00120	Daño de Frio a través del tiempo 7		un	el				El enemigo sufre ataques de frio a través del tiempo que repetidamente consumen sus puntos de golpe.		
_87458EF5C41A4043	abm_ml_cold_00140	Daño de Frio a través del tiempo 8		un	el				El enemigo sufre ataques de frio a través del tiempo que repetidamente consumen sus puntos de golpe.		
_87458EF5841A4043	abm_ml_cold_00160	Daño de Frio a través del tiempo 9		un	el				El enemigo sufre ataques de frio a través del tiempo que repetidamente consumen sus puntos de golpe.		
_61F0AE9880C11FC6	abm_ml_cold_00180	Daño de Frio a través del tiempo 10		un	el				El enemigo sufre ataques de frio a través del tiempo que repetidamente consumen sus puntos de golpe.		
_61F0AE997ED11FC6	abm_ml_cold_00200	Daño de Frio a través del tiempo 11		un	el				El enemigo sufre ataques de frio a través del tiempo que repetidamente consumen sus puntos de golpe.		
_61F0AE9FFED11FC6	abm_ml_cold_00225	Daño de Frio a través del tiempo 12		un	el				El enemigo sufre ataques de frio a través del tiempo que repetidamente consumen sus puntos de golpe.		
_61F0AE9BBFD11FC6	abm_ml_cold_00250	Daño de Frio a través del tiempo 13		un	el				El enemigo sufre ataques de frio a través del tiempo que repetidamente consumen sus puntos de golpe.		
_A5EA214BAFA6329F	abm_ml_rot_00030	Daño de Pudrición a través del tiempo 1		un	el				El enemigo sufre ataques de pudrición a través del tiempo que repetidamente consumen sus puntos de golpe. 		
_A5EA214BAFB6369F	abm_ml_rot_00040	Daño de Pudrición a través del tiempo 2		un	el				El enemigo sufre ataques de pudrición a través del tiempo que repetidamente consumen sus puntos de golpe. 		
_A5EA214BAFC63A9F	abm_ml_rot_00050	Daño de Pudrición a través del tiempo 3		un	el				El enemigo sufre ataques de pudrición a través del tiempo que repetidamente consumen sus puntos de golpe. 		
