*HASH_VALUE	sbrick ID	name	named	* noms français	ia	da	p	pd	pia	pda	description	description2	
_1FA44256A43C2071	bmca00250	Sap-Ausgleich 23   	Sap-Ausgleich 23   		ein	der	Sap-Ausgleiche 23   	Sap-Ausgleiche 23   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 250 Punkten und verbraucht $|sap Sap	Sap-Ausgleich 23 - Sapverbrauch: $|sap	
_0835075B02AD0044	bmcp00001	Lebens-Ausgleich 1   	Lebens-Ausgleich 1   		ein	der	Lebens-Ausgleiche 1   	Lebens-Ausgleiche 1   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 1 Punkt und verbraucht $|HP Lebenskraft	Lebens-Ausgleich 1 - Lebens-Verbrauch: $|hp	
_0845075C42AD0444	bmcp00002	Lebens-Ausgleich 2   	Lebens-Ausgleich 2   		ein	der	Lebens-Ausgleiche 2   	Lebens-Ausgleiche 2   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 2 Punkten und verbraucht $|HP Lebenskraft	Lebens-Ausgleich 2 - Lebens-Verbrauch: $|hp	
_0855075D82AD0844	bmcp00003	Lebens-Ausgleich 3   	Lebens-Ausgleich 3   		ein	der	Lebens-Ausgleiche 3   	Lebens-Ausgleiche 3   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 3 Punkten und verbraucht $|HP Lebenskraft	Lebens-Ausgleich 3 - Lebens-Verbrauch: $|hp	
_0865075EC3AD0C44	bmcp00004	Lebens-Ausgleich 4   	Lebens-Ausgleich 4   		ein	der	Lebens-Ausgleiche 4   	Lebens-Ausgleiche 4   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 4 Punkten und verbraucht $|HP Lebenskraft	Lebens-Ausgleich 4 - Lebens-Verbrauch: $|hp	
_0875075F03AD1044	bmcp00005	Lebens-Ausgleich 5   	Lebens-Ausgleich 5   		ein	der	Lebens-Ausgleiche 5   	Lebens-Ausgleiche 5   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 5 Punkten und verbraucht $|HP Lebenskraft	Lebens-Ausgleich 5 - Lebens-Verbrauch: $|hp	
_0895076143AD1444	bmcp00007	Lebens-Ausgleich 6   	Lebens-Ausgleich 6   		ein	der	Lebens-Ausgleiche 6   	Lebens-Ausgleiche 6   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 7 Punkten und verbraucht $|HP Lebenskraft	Lebens-Ausgleich 6 - Lebens-Verbrauch: $|hp	
_B07490D69D820893	bmcp00010	Lebens-Ausgleich 7   	Lebens-Ausgleich 7   		ein	der	Lebens-Ausgleiche 7   	Lebens-Ausgleiche 7   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 10 Punkten und verbraucht $|HP Lebenskraft	Lebens-Ausgleich 7 - Lebens-Verbrauch: $|hp	
_F17490DC9D820C93	bmcp00015	Lebens-Ausgleich 8   	Lebens-Ausgleich 8   		ein	der	Lebens-Ausgleiche 8   	Lebens-Ausgleiche 8   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 15 Punkten und verbraucht $|HP Lebenskraft	Lebens-Ausgleich 8 - Lebens-Verbrauch: $|hp	
_B08490D8DD821093	bmcp00020	Lebens-Ausgleich 9   	Lebens-Ausgleich 9   		ein	der	Lebens-Ausgleiche 9   	Lebens-Ausgleiche 9   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 20 Punkten und verbraucht $|HP Lebenskraft	Lebens-Ausgleich 9 - Lebens-Verbrauch: $|hp	
_4A54EF1BCC8A106B	bmcp00025	Lebens-Ausgleich 10   	Lebens-Ausgleich 10   		ein	der	Lebens-Ausgleiche 10   	Lebens-Ausgleiche 10   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 25 Punkten und verbraucht $|HP Lebenskraft	Lebens-Ausgleich 10 - Lebens-Verbrauch: $|hp	
_8A64EF160C9A1066	bmcp00030	Lebens-Ausgleich 11   	Lebens-Ausgleich 11   		ein	der	Lebens-Ausgleiche 11   	Lebens-Ausgleiche 11   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 30 Punkten und verbraucht $|HP Lebenskraft	Lebens-Ausgleich 11 - Lebens-Verbrauch: $|hp	
_CB74EF164DAA1066	bmcp00040	Lebens-Ausgleich 12   	Lebens-Ausgleich 12   		ein	der	Lebens-Ausgleiche 12   	Lebens-Ausgleiche 12   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 40 Punkten und verbraucht $|HP Lebenskraft	Lebens-Ausgleich 12 - Lebens-Verbrauch: $|hp	
_0B84EF168DBA1066	bmcp00050	Lebens-Ausgleich 13   	Lebens-Ausgleich 13   		ein	der	Lebens-Ausgleiche 13   	Lebens-Ausgleiche 13   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 50 Punkten und verbraucht $|HP Lebenskraft	Lebens-Ausgleich 13 - Lebens-Verbrauch: $|hp	
_4B94EF1BCDCA106B	bmcp00065	Lebens-Ausgleich 14   	Lebens-Ausgleich 14   		ein	der	Lebens-Ausgleiche 14   	Lebens-Ausgleiche 14   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 65 Punkten und verbraucht $|HP Lebenskraft	Lebens-Ausgleich 14 - Lebens-Verbrauch: $|hp	
_CCA4EF164EDA1066	bmcp00080	Lebens-Ausgleich 15   	Lebens-Ausgleich 15   		ein	der	Lebens-Ausgleiche 15   	Lebens-Ausgleiche 15   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 80 Punkten und verbraucht $|HP Lebenskraft	Lebens-Ausgleich 15 - Lebens-Verbrauch: $|hp	
_F0BA098D1A65A7D1	bmcp00100	Lebens-Ausgleich 16   	Lebens-Ausgleich 16   		ein	der	Lebens-Ausgleiche 16   	Lebens-Ausgleiche 16   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 100 Punkten und verbraucht $|HP Lebenskraft	Lebens-Ausgleich 16 - Lebens-Verbrauch: $|hp	
_30BA098D9A75A7D3	bmcp00120	Lebens-Ausgleich 17   	Lebens-Ausgleich 17   		ein	der	Lebens-Ausgleiche 17   	Lebens-Ausgleiche 17   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 120 Punkten und verbraucht $|HP Lebenskraft	Lebens-Ausgleich 17 - Lebens-Verbrauch: $|hp	
_71BA098D1B85A7D5	bmcp00140	Lebens-Ausgleich 18   	Lebens-Ausgleich 18   		ein	der	Lebens-Ausgleiche 18   	Lebens-Ausgleiche 18   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 140 Punkten und verbraucht $|HP Lebenskraft	Lebens-Ausgleich 18 - Lebens-Verbrauch: $|hp	
_B1BA098D9B95A7D7	bmcp00160	Lebens-Ausgleich 19   	Lebens-Ausgleich 19   		ein	der	Lebens-Ausgleiche 19   	Lebens-Ausgleiche 19   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 160 Punkten und verbraucht $|HP Lebenskraft	Lebens-Ausgleich 19 - Lebens-Verbrauch: $|hp	
_6FCA098D1C05ABD9	bmcp00180	Lebens-Ausgleich 20   	Lebens-Ausgleich 20   		ein	der	Lebens-Ausgleiche 20   	Lebens-Ausgleiche 20   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 180 Punkten und verbraucht $|HP Lebenskraft	Lebens-Ausgleich 20 - Lebens-Verbrauch: $|hp	
_EFCA098D1A25ABD1	bmcp00200	Lebens-Ausgleich 21   	Lebens-Ausgleich 21   		ein	der	Lebens-Ausgleiche 21   	Lebens-Ausgleiche 21   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 200 Punkten und verbraucht $|HP Lebenskraft	Lebens-Ausgleich 21 - Lebens-Verbrauch: $|hp	
_2FCA09929A35BFD3	bmcp00225	Lebens-Ausgleich 22   	Lebens-Ausgleich 22   		ein	der	Lebens-Ausgleiche 22   	Lebens-Ausgleiche 22   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 225 Punkten und verbraucht $|HP Lebenskraft	Lebens-Ausgleich 22 - Lebens-Verbrauch: $|hp	
_6FCA098D5B45ABD6	bmcp00250	Lebens-Ausgleich 23   	Lebens-Ausgleich 23   		ein	der	Lebens-Ausgleiche 23   	Lebens-Ausgleiche 23   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 250 Punkten und verbraucht $|HP Lebenskraft	Lebens-Ausgleich 23 - Lebens-Verbrauch: $|hp	
_236B42182EB7D9B5	bmcr00001	Reichweiten-Ausgleich 1   	Reichweiten-Ausgleich 1   		ein	der	Reichweiten-Ausgleiche 1   	Reichweiten-Ausgleiche 1   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 1 Punkt und reduziert die Reichweite des Zaubers um $MA_RANGE m. Indem (umso mehr) auf Entfernung verzichtet wird, wird (umso mehr) Ausgleich geschaffen. 	Reichweiten-Ausgleich 1, Verkürzung: $MA_RANGE m	
_636B46192EC7D9B5	bmcr00002	Reichweiten-Ausgleich 2   	Reichweiten-Ausgleich 2   		ein	der	Reichweiten-Ausgleiche 2   	Reichweiten-Ausgleiche 2   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 2 und reduziert die Reichweite des Zaubers um $MA_RANGE m. Indem (umso mehr) auf Entfernung verzichtet wird, wird (umso mehr) Ausgleich geschaffen.  	Reichweiten-Ausgleich 2, Verkürzung: $MA_RANGE m	
_A36B4A1A2ED7D9B5	bmcr00003	Reichweiten-Ausgleich 3   	Reichweiten-Ausgleich 3   		ein	der	Reichweiten-Ausgleiche 3   	Reichweiten-Ausgleiche 3   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 3 und reduziert die Reichweite des Zaubers um $MA_RANGE m. Indem (umso mehr) auf Entfernung verzichtet wird, wird (umso mehr) Ausgleich geschaffen. 	Reichweiten-Ausgleich 3, Verkürzung: $MA_RANGE m	
_E46B4E1B2EE7D9B5	bmcr00004	Reichweiten-Ausgleich 4   	Reichweiten-Ausgleich 4   		ein	der	Reichweiten-Ausgleiche 4   	Reichweiten-Ausgleiche 4   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 4 und reduziert die Reichweite des Zaubers um $MA_RANGE m. Indem (umso mehr) auf Entfernung verzichtet wird, wird (umso mehr) Ausgleich geschaffen. 	Reichweiten-Ausgleich 4, Verkürzung: $MA_RANGE m	
_246B521C2EF7D9B5	bmcr00005	Reichweiten-Ausgleich 5   	Reichweiten-Ausgleich 5   		ein	der	Reichweiten-Ausgleiche 5   	Reichweiten-Ausgleiche 5   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 5 und reduziert die Reichweite des Zaubers um $MA_RANGE m. Indem (umso mehr) auf Entfernung verzichtet wird, wird (umso mehr) Ausgleich geschaffen. 	Reichweiten-Ausgleich 5, Verkürzung: $MA_RANGE m	
_646B561E2E07D9B5	bmcr00007	Reichweiten-Ausgleich 6   	Reichweiten-Ausgleich 6   		ein	der	Reichweiten-Ausgleiche 6   	Reichweiten-Ausgleiche 6   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 6 und reduziert die Reichweite des Zaubers um $MA_RANGE m. Indem (umso mehr) auf Entfernung verzichtet wird, wird (umso mehr) Ausgleich geschaffen. 	Reichweiten-Ausgleich 6, Verkürzung: $MA_RANGE m	
_A46B5A176E17D9B5	bmcr00010	Reichweiten-Ausgleich 7   	Reichweiten-Ausgleich 7   		ein	der	Reichweiten-Ausgleiche 7   	Reichweiten-Ausgleiche 7   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 7 und reduziert die Reichweite des Zaubers um $MA_RANGE m. Indem (umso mehr) auf Entfernung verzichtet wird, wird (umso mehr) Ausgleich geschaffen. 	Reichweiten-Ausgleich 7, Verkürzung: $MA_RANGE m	
_E56B5E1C6E27D9B5	bmcr00015	Reichweiten-Ausgleich 8   	Reichweiten-Ausgleich 8   		ein	der	Reichweiten-Ausgleiche 8   	Reichweiten-Ausgleiche 8   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 8 und reduziert die Reichweite des Zaubers um $MA_RANGE m. Indem (umso mehr) auf Entfernung verzichtet wird, wird (umso mehr) Ausgleich geschaffen. 	Reichweiten-Ausgleich 8, Verkürzung: $MA_RANGE m	
_256B6217AE37D9B5	bmcr00020	Reichweiten-Ausgleich 9   	Reichweiten-Ausgleich 9   		ein	der	Reichweiten-Ausgleiche 9   	Reichweiten-Ausgleiche 9   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 9 und reduziert die Reichweite des Zaubers um $MA_RANGE m. Indem (umso mehr) auf Entfernung verzichtet wird, wird (umso mehr) Ausgleich geschaffen. 	Reichweiten-Ausgleich 9, Verkürzung: $MA_RANGE m	
_3BB3CE105CF17E61	bmcr00025	Reichweiten-Ausgleich 10   	Reichweiten-Ausgleich 10   		ein	der	Reichweiten-Ausgleiche 10   	Reichweiten-Ausgleiche 10   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 10 und reduziert die Reichweite des Zaubers um $MA_RANGE m. Indem (umso mehr) auf Entfernung verzichtet wird, wird (umso mehr) Ausgleich geschaffen. 	Reichweiten-Ausgleich 10, Verkürzung: $MA_RANGE m	
_3BB3CE0BDCF18262	bmcr00030	Reichweiten-Ausgleich 11   	Reichweiten-Ausgleich 11   		ein	der	Reichweiten-Ausgleiche 11   	Reichweiten-Ausgleiche 11   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 11 und reduziert die Reichweite des Zaubers um $MA_RANGE m. Indem (umso mehr) auf Entfernung verzichtet wird, wird (umso mehr) Ausgleich geschaffen. 	Reichweiten-Ausgleich 11, Verkürzung: $MA_RANGE m	
_3BB3CE0B5DF18663	bmcr00040	Reichweiten-Ausgleich 12   	Reichweiten-Ausgleich 12   		ein	der	Reichweiten-Ausgleiche 12   	Reichweiten-Ausgleiche 12   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 12 und reduziert die Reichweite des Zaubers um $MA_RANGE m. Indem (umso mehr) auf Entfernung verzichtet wird, wird (umso mehr) Ausgleich geschaffen. 	Reichweiten-Ausgleich 12, Verkürzung: $MA_RANGE m	
_3BB3CE0BDDF18A64	bmcr00050	Reichweiten-Ausgleich 13   	Reichweiten-Ausgleich 13   		ein	der	Reichweiten-Ausgleiche 13   	Reichweiten-Ausgleiche 13   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 13 und reduziert die Reichweite des Zaubers um $MA_RANGE m. Indem (umso mehr) auf Entfernung verzichtet wird, wird (umso mehr) Ausgleich geschaffen. 	Reichweiten-Ausgleich 13, Verkürzung: $MA_RANGE m	
_3BB3CE105EF18E65	bmcr00065	Reichweiten-Ausgleich 14   	Reichweiten-Ausgleich 14   		ein	der	Reichweiten-Ausgleiche 14   	Reichweiten-Ausgleiche 14   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 14 und reduziert die Reichweite des Zaubers um $MA_RANGE m. Indem (umso mehr) auf Entfernung verzichtet wird, wird (umso mehr) Ausgleich geschaffen. 	Reichweiten-Ausgleich 14, Verkürzung: $MA_RANGE m	
_3BB3CE0B1FF19266	bmcr00080	Reichweiten-Ausgleich 15   	Reichweiten-Ausgleich 15   		ein	der	Reichweiten-Ausgleiche 15   	Reichweiten-Ausgleiche 15   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 15 und reduziert die Reichweite des Zaubers um $MA_RANGE m. Indem (umso mehr) auf Entfernung verzichtet wird, wird (umso mehr) Ausgleich geschaffen. 	Reichweiten-Ausgleich 15, Verkürzung: $MA_RANGE m	
_3BB3CE0B5D019667	bmcr00100	Reichweiten-Ausgleich 16   	Reichweiten-Ausgleich 16   		ein	der	Reichweiten-Ausgleiche 16   	Reichweiten-Ausgleiche 16   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 16 und reduziert die Reichweite des Zaubers um $MA_RANGE m. Indem (umso mehr) auf Entfernung verzichtet wird, wird (umso mehr) Ausgleich geschaffen. 	Reichweiten-Ausgleich 16, Verkürzung: $MA_RANGE m	
_3BB3CE0B1D019A68	bmcr00120	Reichweiten-Ausgleich 17   	Reichweiten-Ausgleich 17   		ein	der	Reichweiten-Ausgleiche 17   	Reichweiten-Ausgleiche 17   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 17 und reduziert die Reichweite des Zaubers um $MA_RANGE m. Indem (umso mehr) auf Entfernung verzichtet wird, wird (umso mehr) Ausgleich geschaffen. 	Reichweiten-Ausgleich 17, Verkürzung: $MA_RANGE m	
_9E7CFB54ADA84416	bmcc00001	Zauberzeit-Ausgleich 1  	Zauberzeit-Ausgleich 1  		ein	der	Zauberzeit-Ausgleiche 1  	Zauberzeit-Ausgleiche 1  		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 1 Punkt und erhöht die Zauberzeit auf 1. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das 	Zauberzeit-Ausgleich 1, Verlängerung: 1	
_9E8CFF55EDA84817	bmcc00002	Zauberzeit-Ausgleich 2  	Zauberzeit-Ausgleich 2  		ein	der	Zauberzeit-Ausgleiche 2  	Zauberzeit-Ausgleiche 2  		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 2 und erhöht die Zauberzeit auf 2. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das 	Zauberzeit-Ausgleich 2, Verlängerung: 2 	
_9E9C03562DA84C18	bmcc00003	Zauberzeit-Ausgleich 3  	Zauberzeit-Ausgleich 3  		ein	der	Zauberzeit-Ausgleiche 3  	Zauberzeit-Ausgleiche 3  		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 3 und erhöht die Zauberzeit auf 3. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das 	Zauberzeit-Ausgleich 3, Verlängerung: 3 	
_9EAC07576EA85019	bmcc00004	Zauberzeit-Ausgleich 4  	Zauberzeit-Ausgleich 4  		ein	der	Zauberzeit-Ausgleiche 4  	Zauberzeit-Ausgleiche 4  		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 4 und erhöht die Zauberzeit auf 4. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das 	Zauberzeit-Ausgleich 4, Verlängerung: 4 	
_9EBC0B58AEA8541A	bmcc00005	Zauberzeit-Ausgleich 5  	Zauberzeit-Ausgleich 5  		ein	der	Zauberzeit-Ausgleiche 5  	Zauberzeit-Ausgleiche 5  		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 5 und erhöht die Zauberzeit auf 5. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das 	Zauberzeit-Ausgleich 5, Verlängerung: 5 	
_9ECC0F5A2EA8581C	bmcc00007	Zauberzeit-Ausgleich 6  	Zauberzeit-Ausgleich 6  		ein	der	Zauberzeit-Ausgleiche 6  	Zauberzeit-Ausgleiche 6  		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 6 und erhöht die Zauberzeit auf 7. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das 	Zauberzeit-Ausgleich 6, Verlängerung: 7 	
_D41E25F159015479	bmcc00010	Zauberzeit-Ausgleich 7  	Zauberzeit-Ausgleich 7  		ein	der	Zauberzeit-Ausgleiche 7  	Zauberzeit-Ausgleiche 7  		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 7 und erhöht die Zauberzeit auf 10. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das 	Zauberzeit-Ausgleich 7, Verlängerung: 10 	
_D43E25FB59515879	bmcc00015	Zauberzeit-Ausgleich 8  	Zauberzeit-Ausgleich 8  		ein	der	Zauberzeit-Ausgleiche 8  	Zauberzeit-Ausgleiche 8  		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 8 und erhöht die Zauberzeit auf 15. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das 	Zauberzeit-Ausgleich 8, Verlängerung: 15	
_D45E25F1D9016079	bmcc00020	Zauberzeit-Ausgleich 9  	Zauberzeit-Ausgleich 9  		ein	der	Zauberzeit-Ausgleiche 9  	Zauberzeit-Ausgleiche 9  		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 9 und erhöht die Zauberzeit auf 20. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das 	Zauberzeit-Ausgleich 9, Verlängerung: 20	
_F5FA523B1BC3F2D7	bmcc00025	Zauberzeit-Ausgleich 10  	Zauberzeit-Ausgleich 10  		ein	der	Zauberzeit-Ausgleiche 10  	Zauberzeit-Ausgleiche 10  		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 10 und erhöht die Zauberzeit auf 25. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das 	Zauberzeit-Ausgleich 10, Verlängerung: 25	
_F5AA42375BD3F6D8	bmcc00030	Zauberzeit-Ausgleich 11  	Zauberzeit-Ausgleich 11  		ein	der	Zauberzeit-Ausgleiche 11  	Zauberzeit-Ausgleiche 11  		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 11 und erhöht die Zauberzeit auf 30. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das 	Zauberzeit-Ausgleich 11, Verlängerung: 30	
_F5AA46389CE3FAD9	bmcc00040	Zauberzeit-Ausgleich 12  	Zauberzeit-Ausgleich 12  		ein	der	Zauberzeit-Ausgleiche 12  	Zauberzeit-Ausgleiche 12  		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 12 und erhöht die Zauberzeit auf 40. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das 	Zauberzeit-Ausgleich 12, Verlängerung: 40	
_F5AA4A39DCF3FEDA	bmcc00050	Zauberzeit-Ausgleich 13  	Zauberzeit-Ausgleich 13  		ein	der	Zauberzeit-Ausgleiche 13  	Zauberzeit-Ausgleiche 13  		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 13 und erhöht die Zauberzeit auf 50. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das 	Zauberzeit-Ausgleich 13, Verlängerung: 50	
_F5FA623F1C0302DB	bmcc00065	Zauberzeit-Ausgleich 14  	Zauberzeit-Ausgleich 14  		ein	der	Zauberzeit-Ausgleiche 14  	Zauberzeit-Ausgleiche 14  		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 14 und erhöht die Zauberzeit auf 65. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das 	Zauberzeit-Ausgleich 14, Verlängerung: 65	
_F5AA563C9D1306DC	bmcc00080	Zauberzeit-Ausgleich 15  	Zauberzeit-Ausgleich 15  		ein	der	Zauberzeit-Ausgleiche 15  	Zauberzeit-Ausgleiche 15  		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 15 und erhöht die Zauberzeit auf 80. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das 	Zauberzeit-Ausgleich 15, Verlängerung: 80	
_24984F2FB7139547	bmcc00100	Zauberzeit-Ausgleich 16  	Zauberzeit-Ausgleich 16  		ein	der	Zauberzeit-Ausgleiche 16  	Zauberzeit-Ausgleiche 16  		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 16 und erhöht die Zauberzeit auf 100. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das 	Zauberzeit-Ausgleich 16, Verlängerung: 100	
_24D84F2F37339548	bmcc00120	Zauberzeit-Ausgleich 17  	Zauberzeit-Ausgleich 17  		ein	der	Zauberzeit-Ausgleiche 17  	Zauberzeit-Ausgleiche 17  		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 17 und erhöht die Zauberzeit auf 120. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das 	Zauberzeit-Ausgleich 17, Verlängerung: 120	
_24184F2FB8539549	bmcc00140	Zauberzeit-Ausgleich 18  	Zauberzeit-Ausgleich 18  		ein	der	Zauberzeit-Ausgleiche 18  	Zauberzeit-Ausgleiche 18  		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 18 und erhöht die Zauberzeit auf 140. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das 	Zauberzeit-Ausgleich 18, Verlängerung: 140	
_24584F2F3873954A	bmcc00160	Zauberzeit-Ausgleich 19  	Zauberzeit-Ausgleich 19  		ein	der	Zauberzeit-Ausgleiche 19  	Zauberzeit-Ausgleiche 19  		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 19 und erhöht die Zauberzeit auf 160. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das 	Zauberzeit-Ausgleich 19, Verlängerung: 160	
_64984F2FB9539D41	bmcc00180	Zauberzeit-Ausgleich 20  	Zauberzeit-Ausgleich 20  		ein	der	Zauberzeit-Ausgleiche 20  	Zauberzeit-Ausgleiche 20  		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 20 und erhöht die Zauberzeit auf 180. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das 	Zauberzeit-Ausgleich 20, Verlängerung: 180	
_6498572FB7839D42	bmcc00200	Zauberzeit-Ausgleich 21  	Zauberzeit-Ausgleich 21  		ein	der	Zauberzeit-Ausgleiche 21  	Zauberzeit-Ausgleiche 21  		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 21 und erhöht die Zauberzeit auf 200. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das 	Zauberzeit-Ausgleich 21, Verlängerung: 200	
