*HASH_VALUE	sphrase ID	name	named	* noms français	ia	da	p	pd	pia	pda	description
_2866F15C09D8656A	abccaea15	Handwerksplan normale mittelschwere Armschützer	Handwerksplan normale mittelschwere Armschützer		ein	der	Handwerkspläne normale mittelschwere Armschützer	Handwerkspläne normale mittelschwere Armschützer		die	Handwerksplan für normale mittelschwere Armschützer
_5344AF2F6AB08EA9	abccaea16	Handwerksplan normale mittelschwere Weste	Handwerksplan normale mittelschwere Weste		ein	der	Handwerkspläne normale mittelschwere Weste	Handwerkspläne normale mittelschwere Weste		die	Handwerksplan für normale mittelschwere Weste
_F8DA2F92B94CBB8D	abccjea01	Handwerksplan normaler Fußring	Handwerksplan normaler Fußring		ein	der	Handwerkspläne normaler Fußring	Handwerkspläne normaler Fußring		die	Handwerksplan für normalen Fußring
_7208AFD3E816A3CB	abccjea02	Handwerksplan normales Armband	Handwerksplan normales Armband		ein	der	Handwerkspläne normales Armband	Handwerkspläne normales Armband		die	Handwerksplan für normales Armband
_F43A4794B96ABB7D	abccjea03	Handwerksplan normales Diadem	Handwerksplan normales Diadem		ein	der	Handwerkspläne normales Diadem	Handwerkspläne normales Diadem		die	Handwerksplan für normales Diadem
_70FA3D76A7FC66FD	abccjea04	Handwerksplan normale Ohrringe	Handwerksplan normale Ohrringe		ein	der	Handwerkspläne normale Ohrringe	Handwerkspläne normale Ohrringe		die	Handwerksplan für normalen Ohrring
_70EB6984EB7C0EEB	abccjea05	Handwerksplan normaler Anhänger	Handwerksplan normaler Anhänger		ein	der	Handwerkspläne normaler Anhänger	Handwerkspläne normaler Anhänger		die	Handwerksplan für normalen Anhänger
_6006D3478FBAC976	abccjea06	Handwerksplan normaler Ring	Handwerksplan normaler Ring		ein	der	Handwerkspläne normaler Ring	Handwerkspläne normaler Ring		die	Handwerksplan für normalen Ring
_38E623B85CA4C2CF	abccmea01	Handwerksplan normale Zweihandaxt	Handwerksplan normale Zweihandaxt		ein	der	Handwerkspläne normale Zweihandaxt	Handwerkspläne normale Zweihandaxt		die	Handwerksplan für normale Zweihandaxt
_9FE6BF430FBAC977	abccmea02	Handwerksplan normale Pike	Handwerksplan normale Pike		ein	der	Handwerkspläne normale Pike	Handwerkspläne normale Pike		die	Handwerksplan für normale Pike
_1E4D2483CE183A49	abccmea03	Handwerksplan normaler Zweihandstreitkolben	Handwerksplan normaler Zweihandstreitkolben		ein	der	Handwerkspläne normaler Zweihandstreitkolben	Handwerkspläne normaler Zweihandstreitkolben		die	Handwerksplan für normalen Zweihandstreitkolben
_C01153712D9F5788	abccmea04	Handwerksplan normales Zweihandschwert	Handwerksplan normales Zweihandschwert		ein	der	Handwerkspläne normales Zweihandschwert	Handwerkspläne normales Zweihandschwert		die	Handwerksplan für normales Zweihandschwert
_1BE745650BC4E02C	abccmea05	Handwerksplan normale Axt	Handwerksplan normale Axt		ein	der	Handwerkspläne normale Axt	Handwerkspläne normale Axt		die	Handwerksplan für normale Axt
_F63A4797B90CBB86	abccmea06	Handwerksplan normaler Dolch	Handwerksplan normaler Dolch		ein	der	Handwerkspläne normaler Dolch	Handwerkspläne normaler Dolch		die	Handwerksplan für normalen Dolch
_9F3AFB631C61F6E6	abccmea07	Handwerksplan normale Lanze	Handwerksplan normale Lanze		ein	der	Handwerkspläne normale Lanze	Handwerkspläne normale Lanze		die	Handwerksplan für normale Lanze (Speer)
_9D6693414EBAC977	abccmea08	Handwerksplan normaler Streitkolben	Handwerksplan normaler Streitkolben		ein	der	Handwerkspläne normaler Streitkolben	Handwerkspläne normaler Streitkolben		die	Handwerksplan für normalen Streitkolben
_1D9B636C1C61FAEA	abccmea09	Handwerksplan normaler Stab	Handwerksplan normaler Stab		ein	der	Handwerkspläne normaler Stab	Handwerkspläne normaler Stab		die	Handwerksplan für normalen Stab (Einhand)
_A3AB6F635C61F2F4	abccmea10	Handwerksplan normales Schwert	Handwerksplan normales Schwert		ein	der	Handwerkspläne normales Schwert	Handwerkspläne normales Schwert		die	Handwerksplan für normales Schwert
_664A7A1E02DF1D83	abccpea01	Handwerksplan normale zertrümmernde Munition für Automatikgewehr 	Handwerksplan normale zertrümmernde Munition für Automatikgewehr 		ein	der	Handwerkspläne normale zertrümmernde Munition für Automatikgewehr 	Handwerkspläne normale zertrümmernde Munition für Automatikgewehr 		die	Handwerksplan für normale zertrümmernde Munition für Automatikgewehr 
_78BF6B26440ECAAC	abccpea02	Handwerksplan normale durchschlagende Munition für Automatikgewehr 	Handwerksplan normale durchschlagende Munition für Automatikgewehr 		ein	der	Handwerkspläne normale durchschlagende Munition für Automatikgewehr 	Handwerkspläne normale durchschlagende Munition für Automatikgewehr 		die	Handwerksplan für normale durchschlagende Munition für Automatikgewehr 
_664A7A1FC2DF1D83	abccpea03	Handwerksplan normale schneidende Munition für Automatikgewehr 	Handwerksplan normale schneidende Munition für Automatikgewehr 		ein	der	Handwerkspläne normale schneidende Munition für Automatikgewehr 	Handwerkspläne normale schneidende Munition für Automatikgewehr 		die	Handwerksplan für normale schneidende Munition für Automatikgewehr 
_630481EACF38A0D7	abccpea04	Handwerksplan normale zertrümmernde Munition für Bogengewehr 	Handwerksplan normale zertrümmernde Munition für Bogengewehr 		ein	der	Handwerkspläne normale zertrümmernde Munition für Bogengewehr 	Handwerkspläne normale zertrümmernde Munition für Bogengewehr 		die	Handwerksplan für normale zertrümmernde Munition für Bogengewehr
_A81E6661E0928D93	abccpea05	Handwerksplan normale durchschlagende Munition für Bogengewehr 	Handwerksplan normale durchschlagende Munition für Bogengewehr 		ein	der	Handwerkspläne normale durchschlagende Munition für Bogengewehr 	Handwerkspläne normale durchschlagende Munition für Bogengewehr 		die	Handwerksplan für normale durchschlagende Munition für Bogengewehr
_230481EBCF38A0D7	abccpea06	Handwerksplan normale schneidende Munition für Bogengewehr 	Handwerksplan normale schneidende Munition für Bogengewehr 		ein	der	Handwerkspläne normale schneidende Munition für Bogengewehr 	Handwerkspläne normale schneidende Munition für Bogengewehr 		die	Handwerksplan für normale schneidende Munition für Bogengewehr
_64C499F1CAF8BCCC	abccpea10	Handwerksplan normale zertrümmernde Munition für Raketenwerfer 	Handwerksplan normale zertrümmernde Munition für Raketenwerfer 		ein	der	Handwerkspläne normale zertrümmernde Munition für Raketenwerfer 	Handwerkspläne normale zertrümmernde Munition für Raketenwerfer 		die	Handwerksplan für normale zertrümmernde Munition für Raketenwerfer
_A6FD865CE1835991	abccpea11	Handwerksplan normale durchschlagende Munition für Raketenwerfer 	Handwerksplan normale durchschlagende Munition für Raketenwerfer 		ein	der	Handwerkspläne normale durchschlagende Munition für Raketenwerfer 	Handwerkspläne normale durchschlagende Munition für Raketenwerfer 		die	Handwerksplan für normale durchschlagende Munition für Raketenwerfer
_24C499F2CAF8BCCC	abccpea12	Handwerksplan normale schneidende Munition für Raketenwerfer 	Handwerksplan normale schneidende Munition für Raketenwerfer 		ein	der	Handwerkspläne normale schneidende Munition für Raketenwerfer 	Handwerkspläne normale schneidende Munition für Raketenwerfer 		die	Handwerksplan für normale schneidende Munition für Raketenwerfer
_DEBBBA60B8B422B4	abccpea13	Handwerksplan normale zertrümmernde Munition für Bogenpistole 	Handwerksplan normale zertrümmernde Munition für Bogenpistole 		ein	der	Handwerkspläne normale zertrümmernde Munition für Bogenpistole 	Handwerkspläne normale zertrümmernde Munition für Bogenpistole 		die	Handwerksplan für normale zertrümmernde Munition für Bogenpistole
_46CA59048632A3A2	abccpea14	Handwerksplan normale durchschlagende Munition für Bogenpistole 	Handwerksplan normale durchschlagende Munition für Bogenpistole 		ein	der	Handwerkspläne normale durchschlagende Munition für Bogenpistole 	Handwerkspläne normale durchschlagende Munition für Bogenpistole 		die	Handwerksplan für normale durchschlagende Munition für Bogenpistole
_DEABBA62B8B422B3	abccpea15	Handwerksplan normale schneidende Munition für Bogenpistole 	Handwerksplan normale schneidende Munition für Bogenpistole 		ein	der	Handwerkspläne normale schneidende Munition für Bogenpistole 	Handwerkspläne normale schneidende Munition für Bogenpistole 		die	Handwerksplan für normale schneidende Munition für Bogenpistole 
_4765C69B527C192E	abccpea16	Handwerksplan normale zertrümmernde Munition für Pistole 	Handwerksplan normale zertrümmernde Munition für Pistole 		ein	der	Handwerkspläne normale zertrümmernde Munition für Pistole 	Handwerkspläne normale zertrümmernde Munition für Pistole 		die	Handwerksplan für normale zertrümmernde Munition für Pistole
_A12CD6A120B89A1C	abccpea17	Handwerksplan normale durchschlagende Munition für Pistole 	Handwerksplan normale durchschlagende Munition für Pistole 		ein	der	Handwerkspläne normale durchschlagende Munition für Pistole 	Handwerkspläne normale durchschlagende Munition für Pistole 		die	Handwerksplan für normale durchschlagende Munition für Pistole
_4765C29D527C192D	abccpea18	Handwerksplan normale schneidende Munition für Pistole 	Handwerksplan normale schneidende Munition für Pistole 		ein	der	Handwerkspläne normale schneidende Munition für Pistole 	Handwerkspläne normale schneidende Munition für Pistole 		die	Handwerksplan für normale schneidende Munition für Pistole
_84532C5D994E1AD1	abccpea19	Handwerksplan normale zertrümmernde Munition für Gewehr 	Handwerksplan normale zertrümmernde Munition für Gewehr 		ein	der	Handwerkspläne normale zertrümmernde Munition für Gewehr 	Handwerkspläne normale zertrümmernde Munition für Gewehr 		die	Handwerksplan für normale zertrümmernde Munition für Gewehr
_CE0761A601063529	abccpea20	Handwerksplan normale durchschlagende Munition für Gewehr 	Handwerksplan normale durchschlagende Munition für Gewehr 		ein	der	Handwerkspläne normale durchschlagende Munition für Gewehr 	Handwerkspläne normale durchschlagende Munition für Gewehr 		die	Handwerksplan für normale durchschlagende Munition für Gewehr
_84432C54D94E1AD1	abccpea21	Handwerksplan normale schneidende Munition für Gewehr 	Handwerksplan normale schneidende Munition für Gewehr 		ein	der	Handwerkspläne normale schneidende Munition für Gewehr 	Handwerkspläne normale schneidende Munition für Gewehr 		die	Handwerksplan für normale schneidende Munition für Gewehr
_56F4C92480B64F59	abccrea01	Handwerksplan normales Automatikgewehr	Handwerksplan normale Automatikgewehr		ein	der	Handwerkspläne normale Automatikgewehr	Handwerkspläne normale Automatikgewehr		die	Handwerksplan für ein normales Automatikgewehr
_F7E6CBBEABA70BDF	abccrea02	Handwerksplan normales Bogengewehr	Handwerksplan normales Bogengewehr		ein	der	Handwerkspläne normales Bogengewehr	Handwerkspläne normales Bogengewehr		die	Handwerksplan für ein normales Bogengewehr
_FAD7D7CE6786EBCD	abccrea03	Handwerksplan normaler Raketenwerfer	Handwerksplan normaler Raketenwerfer		ein	der	Handwerkspläne normaler Raketenwerfer	Handwerkspläne normaler Raketenwerfer		die	Handwerksplan für einen normalen Raketenwerfer
_FC3AA795B94A0BA5	abccrea04	Handwerksplan normale Pistole	Handwerksplan normale Pistole		ein	der	Handwerkspläne normale Pistole	Handwerkspläne normale Pistole		die	Handwerksplan für eine normale Pistole
_637E30DAD60C5F54	abccrea05	Handwerksplan normale Bogenpistole	Handwerksplan normale Bogenpistole		ein	der	Handwerkspläne normale Bogenpistole	Handwerkspläne normale Bogenpistole		die	Handwerksplan für eine normale Bogenpistole
_E03A33681C61F6F4	abccrea06	Handwerksplan normales Gewehr	Handwerksplan normales Gewehr		ein	der	Handwerkspläne normales Gewehr	Handwerkspläne normales Gewehr		die	Handwerksplan für ein normales Gewehr
_B10B317E289C56F0	abccsea01	Handwerksplan normaler Beschützer	Handwerksplan normaler Beschützer		ein	der	Handwerkspläne normaler Beschützer	Handwerkspläne normaler Beschützer		die	Handwerksplan für einen normalen Beschützer
_F81ABF93B94AF388	abccsea02	Handwerksplan normaler Schild	Handwerksplan normaler Schild		ein	der	Handwerkspläne normaler Schild	Handwerkspläne normaler Schild		die	Handwerksplan für ein normales Schild
_3EEFF7CA227DFBD2	abcfaea17	Handwerksplan Fyros Magier-Stiefel	Handwerksplan Fyros Magier-Stiefel		ein	der	Handwerkspläne Fyros Magier-Stiefel	Handwerkspläne Fyros Magier-Stiefel		die	Handwerksplan für Fyros Magier-Stiefel Droge
_4050D38FBB1A2608	abcfaea18	Handwerksplan Fyros Magier-Handschuhe	Handwerksplan Fyros Magier-Handschuhe		ein	der	Handwerkspläne Fyros Magier-Handschuhe	Handwerkspläne Fyros Magier-Handschuhe		die	Handwerksplan für Fyros Magier-Handschuhe Droge
_BBD0F7CB9F5EFBD1	abcfaea19	Handwerksplan Fyros Magier-Beinkleid	Handwerksplan Fyros Magier-Beinkleid		ein	der	Handwerkspläne Fyros Magier-Beinkleid	Handwerkspläne Fyros Magier-Beinkleid		die	Handwerksplan für Fyros Magier-Beinkleider Droge
_81E7697C73C5FE1F	abcfaea20	Handwerksplan Fyros Magier-Armschützer	Handwerksplan Fyros Magier-Armschützer		ein	der	Handwerkspläne Fyros Magier-Armschützer	Handwerkspläne Fyros Magier-Armschützer		die	Handwerksplan für Fyros Magier-Armschützer Droge
_F21FF7D38CC6A247	abcfaea21	Handwerksplan Fyros Magier-Weste	Handwerksplan Fyros Magier-Weste		ein	der	Handwerkspläne Fyros Magier-Weste	Handwerkspläne Fyros Magier-Weste		die	Handwerksplan für Fyros Magier-Weste Droge
_816E13C4A3FC17CC	abcmaea17	Handwerksplan Matis Magier-Stiefel	Handwerksplan Matis Magier-Stiefel		ein	der	Handwerkspläne Matis Magier-Stiefel	Handwerkspläne Matis Magier-Stiefel		die	Handwerksplan für Matis Magier-Stiefel Vestini
_83CFD791B58A2602	abcmaea18	Handwerksplan Matis Magier-Handschuhe	Handwerksplan Matis Magier-Handschuhe		ein	der	Handwerkspläne Matis Magier-Handschuhe	Handwerkspläne Matis Magier-Handschuhe		die	Handwerksplan für Matis Magier-Handschuhe Vestini
_FE4F13C520DD17CB	abcmaea19	Handwerksplan Matis Magier-Beinkleid	Handwerksplan Matis Magier-Beinkleid		ein	der	Handwerkspläne Matis Magier-Beinkleid	Handwerkspläne Matis Magier-Beinkleid		die	Handwerksplan für Matis Magier-Beinkleider Vestini
_C4068D6435C5FE19	abcmaea20	Handwerksplan Matis Magier-Armschützer	Handwerksplan Matis Magier-Armschützer		ein	der	Handwerkspläne Matis Magier-Armschützer	Handwerkspläne Matis Magier-Armschützer		die	Handwerksplan für Matis Magier-Armschützer Vestini
_359E13D30BE64248	abcmaea21	Handwerksplan Matis Magier-Weste	Handwerksplan Matis Magier-Weste		ein	der	Handwerkspläne Matis Magier-Weste	Handwerkspläne Matis Magier-Weste		die	Handwerksplan für Matis Magier-Weste Vestini
_0D056386291C3FAA	abctaea17	Handwerksplan Tryker Magier-Stiefel	Handwerksplan Tryker Magier-Stiefel		ein	der	Handwerkspläne Tryker Magier-Stiefel	Handwerkspläne Tryker Magier-Stiefel		die	Handwerksplan für Tryker Magier-Stiefel Lithen
_9C56D965A347EE0D	abctaea18	Handwerksplan Tryker Magier-Handschuhe	Handwerksplan Tryker Magier-Handschuhe		ein	der	Handwerkspläne Tryker Magier-Handschuhe	Handwerkspläne Tryker Magier-Handschuhe		die	Handwerksplan für Tryker Magier-Handschuhe Lithen
_0D055F7AAD0C07B8	abctaea19	Handwerksplan Tryker Magier-Beinkleid	Handwerksplan Tryker Magier-Beinkleid		ein	der	Handwerkspläne Tryker Magier-Beinkleid	Handwerkspläne Tryker Magier-Beinkleid		die	Handwerksplan für Tryker Magier-Beinkleider Lithen
_21FB29328BF767BA	abctaea20	Handwerksplan Tryker Magier-Armschützer	Handwerksplan Tryker Magier-Armschützer		ein	der	Handwerkspläne Tryker Magier-Armschützer	Handwerkspläne Tryker Magier-Armschützer		die	Handwerksplan für Tryker Magier-Armschützer Lithen
_3A80F48BDA10F8B9	abctaea21	Handwerksplan Tryker Magier-Weste	Handwerksplan Tryker Magier-Weste		ein	der	Handwerkspläne Tryker Magier-Weste	Handwerkspläne Tryker Magier-Weste		die	Handwerksplan für Tryker Magier-Weste Lithen
_434E39BC22DC3DC4	abczaea17	Handwerksplan Zoraï Magier-Stiefel	Handwerksplan Zoraï Magier-Stiefel		ein	der	Handwerkspläne Zoraï Magier-Stiefel	Handwerkspläne Zoraï Magier-Stiefel		die	Handwerksplan für Zoraï Magier-Stiefel Lin-ko
_4576EB8F385B18FA	abczaea18	Handwerksplan Zoraï Magier-Handschuhe	Handwerksplan Zoraï Magier-Handschuhe		ein	der	Handwerkspläne Zoraï Magier-Handschuhe	Handwerkspläne Zoraï Magier-Handschuhe		die	Handwerksplan für Zoraï Magier-Handschuhe Lin-ko
_C02F39BD9FBD3DC3	abczaea19	Handwerksplan Zoraï Magier-Beinkleid	Handwerksplan Zoraï Magier-Beinkleid		ein	der	Handwerkspläne Zoraï Magier-Beinkleid	Handwerkspläne Zoraï Magier-Beinkleid		die	Handwerksplan für Zoraï Magier-Beinkleider Lin-ko
_A566B97278C5F011	abczaea20	Handwerksplan Zoraï Magier-Armschützer	Handwerksplan Zoraï Magier-Armschützer		ein	der	Handwerkspläne Zoraï Magier-Armschützer	Handwerkspläne Zoraï Magier-Armschützer		die	Handwerksplan für Zoraï Magier-Armschützer Lin-ko
_F77E474F09C66C4D	abczaea21	Handwerksplan Zoraï Magier-Weste	Handwerksplan Zoraï Magier-Weste		ein	der	Handwerkspläne Zoraï Magier-Weste	Handwerkspläne Zoraï Magier-Weste		die	Handwerksplan für Zoraï Magier-Weste Lin-ko
_53C8931D3AF428FE	abm_credit_casting_time_00005	Zauberzeit-Ausgleich 5	Zauberzeit-Ausgleich 5		ein	der	Zauberzeit-Ausgleiche 5	Zauberzeit-Ausgleiche 5		die	Magie-Ausgleichs-Stanza (Teil einer Aktion), welche als Einsatz die Zauberzeit eines Zaubers erhöht
_53C8971D3AF42800	abm_credit_casting_time_00007	Zauberzeit-Ausgleich 6	Zauberzeit-Ausgleich 6		ein	der	Zauberzeit-Ausgleiche 6	Zauberzeit-Ausgleiche 6		die	Magie-Ausgleichs-Stanza (Teil einer Aktion), welche als Einsatz die Zauberzeit eines Zaubers erhöht
_93C89B1D3AF428F9	abm_credit_casting_time_00010	Zauberzeit-Ausgleich 7	Zauberzeit-Ausgleich 7		ein	der	Zauberzeit-Ausgleiche 7	Zauberzeit-Ausgleiche 7		die	Magie-Ausgleichs-Stanza (Teil einer Aktion), welche als Einsatz die Zauberzeit eines Zaubers erhöht
_93C89F1D3AF428FE	abm_credit_casting_time_00015	Zauberzeit-Ausgleich 8	Zauberzeit-Ausgleich 8		ein	der	Zauberzeit-Ausgleiche 8	Zauberzeit-Ausgleiche 8		die	Magie-Ausgleichs-Stanza (Teil einer Aktion), welche als Einsatz die Zauberzeit eines Zaubers erhöht
_AB200C8735F81E6F	abm_credit_hp_00005	Lebens-Ausgleich 5	Lebens-Ausgleich 5		ein	der	Lebens-Ausgleiche 5	Lebens-Ausgleiche 5		die	Magie-Ausgleichs-Stanza (Teil einer Aktion), welche als Einsatz Lebenskraft kostet
_AB400C8775F81E6F	abm_credit_hp_00007	Lebens-Ausgleich 6	Lebens-Ausgleich 6		ein	der	Lebens-Ausgleiche 6	Lebens-Ausgleiche 6		die	Magie-Ausgleichs-Stanza (Teil einer Aktion), welche als Einsatz Lebenskraft kostet
_ABD01087B5F81E6F	abm_credit_hp_00010	Lebens-Ausgleich 7	Lebens-Ausgleich 7		ein	der	Lebens-Ausgleiche 7	Lebens-Ausgleiche 7		die	Magie-Ausgleichs-Stanza (Teil einer Aktion), welche als Einsatz Lebenskraft kostet
_AB201087F6F81E6F	abm_credit_hp_00015	Lebens-Ausgleich 8	Lebens-Ausgleich 8		ein	der	Lebens-Ausgleiche 8	Lebens-Ausgleiche 8		die	Magie-Ausgleichs-Stanza (Teil einer Aktion), welche als Einsatz Lebenskraft kostet
_18B5165BBFEA618A	abm_credit_range_00005	Reichweiten-Ausgleich 5	Reichweiten-Ausgleich 5		ein	der	Reichweiten-Ausgleiche 5	Reichweiten-Ausgleiche 5		die	Magie-Ausgleichs-Stanza (Teil einer Aktion), welche als Einsatz die Reichweite eines Zaubers reduziert
_58B5165BBFEA698A	abm_credit_range_00007	Reichweiten-Ausgleich 6	Reichweiten-Ausgleich 6		ein	der	Reichweiten-Ausgleiche 6	Reichweiten-Ausgleiche 6		die	Magie-Ausgleichs-Stanza (Teil einer Aktion), welche als Einsatz die Reichweite eines Zaubers reduziert
_98B5165BBFEA4D8B	abm_credit_range_00010	Reichweiten-Ausgleich 7	Reichweiten-Ausgleich 7		ein	der	Reichweiten-Ausgleiche 7	Reichweiten-Ausgleiche 7		die	Magie-Ausgleichs-Stanza (Teil einer Aktion), welche als Einsatz die Reichweite eines Zaubers reduziert
_D9B5165BBFEA618B	abm_credit_range_00015	Reichweiten-Ausgleich 8	Reichweiten-Ausgleich 8		ein	der	Reichweiten-Ausgleiche 8	Reichweiten-Ausgleiche 8		die	Magie-Ausgleichs-Stanza (Teil einer Aktion), welche als Einsatz die Reichweite eines Zaubers reduziert
_78D87073374AAA2B	abm_credit_sap_00005	Sap-Ausgleich 5	Sap-Ausgleich 5		ein	der	Sap-Ausgleiche 5	Sap-Ausgleiche 5		die	Magie-Ausgleichs-Stanza (Teil einer Aktion), welche als Einsatz Sap verbraucht
_F8D87073774AAA2B	abm_credit_sap_00007	Sap-Ausgleich 6	Sap-Ausgleich 6		ein	der	Sap-Ausgleiche 6	Sap-Ausgleiche 6		die	Magie-Ausgleichs-Stanza (Teil einer Aktion), welche als Einsatz Sap verbraucht
_37E87073B74AAA2B	abm_credit_sap_00010	Sap-Ausgleich 7	Sap-Ausgleich 7		ein	der	Sap-Ausgleiche 7	Sap-Ausgleiche 7		die	Magie-Ausgleichs-Stanza (Teil einer Aktion), welche als Einsatz Sap verbraucht
_78E87073F84AAA2B	abm_credit_sap_00015	Sap-Ausgleich 8	Sap-Ausgleich 8		ein	der	Sap-Ausgleiche 8	Sap-Ausgleiche 8		die	Magie-Ausgleichs-Stanza (Teil einer Aktion), welche als Einsatz Sap verbraucht
_01C3E4BDB449DB05	abcfaea17_2	Handwerksplan mittelqualitative Fyros Magier-Stiefel	Handwerksplan mittelqualitative Fyros Magier-Stiefel		ein	der	Handwerkspläne mittelqualitative Fyros Magier-Stiefel	Handwerkspläne mittelqualitative Fyros Magier-Stiefel		die	Handwerksplan für mittelqualitative Fyros Magier-Stiefel Drogeus
