*HASH_VALUE	item ID	name	ia	da	p	pia	pda	descripción
_C70EFA46DA779700	m0570cbbdd01	Fragmento de Ala de Izam Excelente del Desierto	un	el	Fragmentos de Ala de Izam Excelente del Desierto		los	
_5505570D1A9F4274	m0570cbbde01	Fragmento de Ala de Izam Supremo del Desierto	un	el	Fragmentos de Ala de Izam Supremo del Desierto		los	
_7A87512065A3C65F	m0570cbblc01	Fragmento de Ala de Izam de Selección de los Lagos	un	el	Fragmentos de Ala de Izam de Selección de los Lagos		los	
_6B412BFBF3BADB77	m0570cbbpe01	Fragmento de Ala de Izam Supremo de la Primera Raíz	un	el	Fragmentos de Ala de Izam Supremo de la Primera Raíz		los	
_ED37C8DCF60D593C	m0571ccjca01	Fragmento de Pico de Javing Básico	un	el	Fragmentos de Pico de Javing Básico		los	
_DA0631BB14E4A337	m0571ccjcb01	Fragmento de Pico de Javing Fino	un	el	Fragmentos de Pico de Javing Fino		los	
_BA963EC9CAA4E7CE	m0571ccjfd01	Fragmento de Pico de Javing Excelente del Bosque	un	el	Fragmentos de Pico de Javing Excelente del Bosque		los	
_51EA566C79B27F71	m0571ccjfe01	Fragmento de Pico de Javing Supremo del Bosque	un	el	Fragmentos de Pico de Javing Supremo del Bosque		los	
_A0D3458754C0DE87	m0572ccjca01	Hueso de Javing Básico	un	el	Huesos de Javing Básico		los	
_C9345E544A14A2A4	m0572ccjcb01	Hueso de Javing Fino	un	el	Huesos de Javing Fino		los	
_1BE9F52A20EF4319	m0572ccjfd01	Hueso de Javing Excelente del Bosque	un	el	Huesos de Javing Excelente del Bosque		los	
_BC67564120997558	m0572ccjfe01	Hueso de Javing Supremo del Bosque	un	el	Huesos de Javing Supremo del Bosque		los	
_6DD45905382B68E1	m0573ccjca01	Ligamento de Javing Básico	un	el	Ligamentos de Javing Básico		los	
_B57A877C96BA736B	m0573ccjcb01	Ligamento de Jarving Fino	un	el	Ligamentos de Jarving Fino		los	
_AA49496286FB49C9	m0573ccjfd01	Ligamento de Javing Excelente del Bosque	un	el	Ligamentos de Javing Excelente del Bosque		los	
_C771D838097B3140	m0573ccjfe01	Ligamento de Javing Supremo del Bosque	un	el	Ligamentos de Javing Supremo del Bosque		los	
_DE59CEF8B38158B4	m0574ccjca01	Cuero de Javing Básico	algo de	el	Cueros de Javing Básico		los	
_F5E59EF22539BFDA	m0574ccjcb01	Cuero de Javing Fino	algo de	el	Cueros de Javing Fino		los	
_E028519B0D5B5D98	m0574ccjfd01	Cuero de Javing Excelente del Bosque	algo de	el	Cueros de Javing Excelente del Bosque		los	
_50B26444E9696DA5	m0574ccjfe01	Cuero de Javing Supremo del Bosque	algo de	el	Cueros de Javing Supremo del bosque		los	
_91D9A521CF53E9DA	m0575cpaca01	Manojo de Musgo de Jubla Básico	un	el	Manojos de Musga de Jubla Básico		los	
_A5C48362A241B865	m0575cpacb01	Manojo de Musgo de Jubla Fina	un	el	Manojos de Musga de Jubla Supremo de la Primera Raíz		los	
_C1079E05D6DE84D4	m0575cpape01	Manojo de Musgo de Jubla Supremo d ela Primera Raíz	un	el	Manojos de Musgo de Jubla Supremo de la Primera Raiz		los	
_2594099B94A00E76	m0576ccmca01	Hueso de Jugula Básico	un	el	Hueso de Jugula Básico		los	
_0515566047F59AB4	m0576ccmcb01	Hueso de Jugula Fino	un	el	Huesos de Jugula Finos		los	
_0E2D6758780BC459	m0576ccmfc01	Hueso de Jugula de Selección del Bosque	un	el	Huesos de Jugula de Selección del Bosque		los	
_F8A8563B61FA317C	m0576ccmfe01	Hueso de Jugula Suprema del Desierto	un	el	Huesos de Jugula Suprema del Desierto		los	
_9564C4DDA9DE186C	m0576ccmpc01	Hueso de Jugula de Selección de la Primera Raíz	un	el	Huesos de Jugula de Selección de la Primera Raíz		los	
_27CB6ED339FAF4E7	m0576ccmpd01	Hueso de Jugula Excelente de la Primera Raíz	un	el	Huesos de Jugula Excelente de la Primera Raíz		los	
_C92720C536C5D0B0	m0576ccmpe01	Hueso de Jugula Suprema de la Primera Raíz	un	el	Huesos de Jugula Suprema de la Primera Raíz		los	
_6FE748E0FC7D4540	m0577ccmca01	Fragmento de Garra de Jugula Básica	un	el	Fragmentos de Garra de Jugula Básica		los	
_598659C41995C33E	m0577ccmcb01	Fragmento de Garra de Jugula Fina	un	el	Fragmentos de Garra de Jugula Fina		los	
_A9024E73E6C6A715	m0577ccmfc01	Fragmento de Garra de Jugula de Selección del Bosque	un	el	Fragmentos de Garra de Jugula de Selección del Bosque		los	
_D61B4E807BA2AF6E	m0577ccmfe01	Fragmento de Garra de Jugula Suprema del Bosque	un	el	Fragmentos de Garra de Jugula Suprema del Bosque		los	
_38C02FFE84B1982E	m0577ccmpc01	Fragmento de Garra de Jugula de Selección de la Primera Raíz	un	el	Fragmentos de Garra de Jugula de Selección de la Primera Raíz		los	
_3EBAF0246EDD7FF9	m0577ccmpd01	Fragmento de Garra de Jugula Excelente de la Primera Raíz	un	el	Fragmentos de Garra de Jugula Excelente de la Primera Raíz		los	
_E511320E24B67C78	m0577ccmpe01	Fragmento de Garra de Jugula Suprema de la Primera Raíz	un	el	Fragmentos de Garra de Jugula Suprema de la Primera Raíz		los	
_72D459FFF8CC5CEB	m0578ccmca01	Ligamento de Jugula Básica	un	el	Ligamentos de Jugula Básica		los	
_2DFC877C57FA6388	m0578ccmcb01	Ligamento de Jugula Fina	un	el	Ligamentos de Jugula Fina		los	
_0B2CC7E92C7802A1	m0578ccmfc01	Ligamento de Jugula de Selección del Bosque	un	el	Ligamentos de Jugula de Selección del Bosque		los	
_C711D03E867DF559	m0578ccmfe01	Ligamento de Jugula Suprema del Bosque	un	el	Ligamentos de Jugula Suprema del Bosque		los	
_3A83AD1BB52BCD07	m0578ccmpc01	Ligamento de Jugula de Selección de la Primera Raíz	un	el	Ligamentos de Jugula de Selección de la Primera Raíz		los	
_0933125E4CFEAA45	m0578ccmpd01	Ligamento de Jugula Excelente de la Primera Raíz	un	el	Ligamentos de Jugula Excelente de la Primera Raíz		los	
_AB2AC48448AE6AD1	m0578ccmpe01	Ligamento de Jugula Suprema de la Primera Raíz	un	el	Ligamentos de Jugula Suprema de la Primera Raíz		los	
_E3F9C6042FA288AA	m0579ccmca01	Cuero de Jugula Básica	algo de	el	Cueros de Jugula Básica		los	
_31269EEC669A7BFF	m0579ccmcb01	Cuero de Jugula Fina	algo de	el	Cueros de Jugula Fina		los	
_9132E8F4261BED7F	m0579ccmfc01	Cuero de Jugula de Selección del Bosque	algo de	el	Cueros de Jugula de Selección del Bosque		los	
_D07328522A2A31B8	m0579ccmfe01	Cuero de Jugula Supremo del Bosque	algo de	el	Cueros de Jugula de Selección del Bosque		los	
_69F8C543F28112A6	m0579ccmpc01	Cuero de Jugula de Selección de la Primera Raíz	algo de	el	Cueros de Jugula de Selección de la Primera Raíz		los	
_4A2EA682C6412D8E	m0579ccmpd01	Cuero de Jugula Excelente de la Primera Raíz	algo de	el	Cueros de Jugula Excelente de la Primera Raíz		los	
_208C6CE794390503	m0579ccmpe01	Cuero de Jugula Suprema de la Primera Raíz	algo de	el	Cueros de Jugula Suprema de la Primera Raíz		los	
_6AC949F1358AB501	m0580ckgca01	Fragmento de Mandíbula de Kiban Básico 	un	el	Fragmentos de Mandíbula de Kiban Básico 		los	
_D032AAC1E2E962F9	m0580ckgcb01	Fragmento de Mandíbula de Kiban Fino	un	el	Fragmentos de Mandíbula de Kiban Fino		los	
_0E340BCA9E33E3B9	m0580ckgdc01	Fragmento de Mandíbula de Kiban de Selección del Desierto	un	el	Fragmentos de Mandíbula de Kiban de Selección del Desierto		los	
_30C563F5A8D8B56A	m0580ckgfd01	Fragmento de Mandíbula de Kiban Excelente del Bosque	un	el	Fragmentos de Mandíbula de Kiban Excelente del Bosque		los	
_8D54BBDA9FE223B0	m0580ckgjc01	Fragmento de Mandíbula de Kiban de Selección de la Selva	un	el	Fragmentos de Mandíbula de Kiban de Selección de la Selva		los	
_F56FDF178FB47C0D	m0580ckgld01	Fragmento de Mandíbula de Kiban Excelente de los Lagos	un	el	Fragmentos de Mandíbula de Kiban Excelente de los Lagos		los	
_745F20888616CCB7	m0580ckgle01	Fragmento de Mandíbula de Kiban Supremo de los Lagos	un	el	Fragmentos de Mandíbula de Kiban Supremo de los Lagos		los	
_0FC840F215998338	m0580ckgpc01	Fragmento de Mandíbula de Kiban de Selección de la Primera Raíz	un	el	Fragmentos de Mandíbula de Kiban de Selección de la Primera Raíz		los	
_2C2991683EE04193	m0580ckgpd01	Fragmento de Mandíbula de Kiban Excelente de la Primera Raíz	un	el	Fragmentos de Mandíbula de Kiban Excelente de la Primera Raíz		los	
_1616EF28DB9A55C8	m0580ckgpe01	Fragmento de Mandíbula de Kiban Supremo de la Primera Raíz	un	el	Fragmentos de Mandíbula de Kiban Supremo de la Primera Raíz		los	
_311672ECE7DC24E2	m0581ckgca01	Secreción de Kiban Básico	una	la	Secreciones de Kiban Básico		las	
_EEDC5FAE69729367	m0581ckgcb01	Secreción de Kiban Fino	una	la	Secreciones de Kiban Fino		las	
_4A6EE0D3DB98A68C	m0581ckgdc01	Secreción de Kiban de Selección del Desierto	una	la	Secreciones de Kiban de Selección del Desierto		las	
_FA95BD8E30EC31D0	m0581ckgfd01	Secreción de Kiban Excelente del Bosque	una	la	Secreciones de Kiban Excelente del Bosque		las	
_CB6EA4C4DA67D2A2	m0581ckgjc01	Secreción de Kiban de Selección de la Selva	una	la	Secreciones de Kiban de Selección de la Selva		las	
_1202B103FD7A24CB	m0581ckgld01	Secreción de Kiban Excelente de los Lagos	una	la	Secreciones de Kiban Excelente de los Lagos		las	
_FE88D581A120FD19	m0581ckgle01	Secreción de Kiban Supremo de los Lagos	una	la	Secreciones de Kiban Supremo de los Lagos		las	
_29752EDA748B2D2C	m0581ckgpc01	Secreción de Kiban de Selección de la Primera Raíz	una	la	Secreciones de Kiban de Selección de la Primera Raíz		las	
_CAD362A404DA8E30	m0581ckgpd01	Secreción de Kiban Excelente de la Primera Raíz	una	la	Secreciones de Kiban Excelente de la Primera Raíz		las	
_B756D87644B00BA3	m0581ckgpe01	Secreción de Kiban Supremo de la Primera Raíz	una	la	Secreciones de Kiban Supremo de la Primera Raíz		las	
_5BB6FCC907100470	m0582ckgca01	Fragmento de Aguijón de Kiban Básico	un	el	Fragmentos de Aguijón de Kiban Básico		los	
_1692119B92047F9D	m0582ckgcb01	Fragmento de Aguijón de Kiban Fino	un	el	Fragmentos de Aguijón de Kiban Fino		los	
_9531FE5071596245	m0582ckgdc01	Fragmento de Aguijón de Kiban de Selección del Desierto	un	el	Fragmentos de Aguijón de Kiban de Selección del Desierto		los	
_24E632E31A00AFFA	m0582ckgfd01	Fragmento de Aguijón de Kiban Excelente del Bosque	un	el	Fragmentos de Aguijón de Kiban Excelente del Bosque		los	
_D3520266F2684A38	m0582ckgjc01	Fragmento de Aguijón de Kiban de Selección de la Selva	un	el	Fragmentos de Aguijón de Kiban de Selección de la Selva		los	
_9C6A89CA7B4420C6	m0582ckgld01	Fragmento de Aguijón de Kiban Excelente de los Lagos	un	el	Fragmentos de Aguijón de Kiban Excelente de los Lagos		los	
_0D40371DF330C974	m0582ckgle01	Fragmento de Aguijón de Kiban Supremo de los Lagos	un	el	Fragmentos de Aguijón de Kiban Supremo de los Lagos		los	
_B44FF72FFF844316	m0582ckgpc01	Fragmento de Aguijón de Kiban de Selección de la Primera Raíz	un	el	Fragmentos de Aguijón de Kiban de Selección de la Primera Raíz		los	
_FBC6A8FBE74C3B58	m0582ckgpd01	Fragmento de Aguijón de Kiban Excelente de la Primera Raíz	un	el	Fragmentos de Aguijón de Kiban Excelente de la Primera Raíz		los	
_E504C300D215D85F	m0582ckgpe01	Fragmento de Aguijón de Kiban Supremo de la Primera Raíz	un	el	Fragmentos de Aguijón de Kiban Supremo de la Primera Raíz		los	
_1F77ADA4CDA03F92	m0583ckgca01	Fragmento de Cola de Kiban Básico	un	el	Fragmentos de Cola de Kiban Básico		los	
_C0A989CCC2C6F92D	m0583ckgcb01	Fragmento de Cola de Kiban Fino	un	el	Fragmentos de Cola de Kiban Fino		los	
_1333374FE6F8A578	m0583ckgdc01	Fragmento de Cola de Kiban de Selección del Desierto	un	el	Fragmentos de Cola de Kiban de Selección del Desierto		los	
_CB9DEFB3DD549FEB	m0583ckgfd01	Fragmento de Cola de Kiban Excelente del Bosque	un	el	Fragmentos de Cola de Kiban Excelente del Bosque		los	
_1202636B67F86963	m0583ckgjc01	Fragmento de Cola de Kiban de Selección de la Selva	un	el	Fragmentos de Cola de Kiban de Selección de la Selva		los	
_53E015873D47F8E1	m0583ckgld01	Fragmento de Cola de Kiban Excelente de los Lagos	un	el	Fragmentos de Cola de Kiban Excelente de los Lagos		los	
_F857FF87D27263F7	m0583ckgle01	Fragmento de Cola de Kiban Supremo de los Lagos	un	el	Fragmentos de Cola de Kiban Supremo de los Lagos		los	
_E875DD2389B0D44B	m0583ckgpc01	Fragmento de Cola de Kiban de Selección de la Primera Raíz	un	el	Fragmentos de Cola de Kiban de Selección de la Primera Raíz		los	
_323F8363081EC5D7	m0583ckgpd01	Fragmento de Cola de Kiban Excelente de la Primera Raíz	un	el	Fragmentos de Cola de Kiban Excelente de la Primera Raíz		los	
_E522E0AF18921685	m0583ckgpe01	Fragmento de Cola de Kiban Supremo de la Primera Raíz	un	el	Fragmentos de Cola de Kiban Supremo de la Primera Raíz		los	
_7118B2ABC5A25460	m0584ckaca01	Secreción de Kidinak Básico	una	la	Secreciones de Kidinak Básico		las	
_A95263C28CA004FE	m0584ckacb01	Secreción de Kidnak Fino	una	la	Secreciones de Kidinak Fino		las	
_BAD29DE1C8E40F02	m0584ckape01	Secreción de Kidinak Supremo de la Primera Raíz	una	la	Secreciones de Kidinak Supremo de la Primera Raíz		las	
_F53CF65941DA1151	m0585ckdca01	Fragmento de Mandíbula de Kincher Básico	un	el	Fragmentos de Mandíbula de Kincher Básico		los	
_FC21BE58B35B363F	m0585ckdcb01	Fragmento de Mandíbula de Kincher Fino	un	el	Fragmentos de Mandíbula de Kincher Fino		los	
_AE786C3AEB20262A	m0585ckddc01	Fragmento de Mandíbula de Kincher de Selección del Desierto	un 	el	Fragmentos de Mandíbula de Kincher de Selección del Desierto		los	
_7CF4670784CDB6F3	m0585ckddd01	Fragmento de Mandíbula de Kincher Excelente del Desierto	un	el	Fragmentos de Mandíbula de Kincher Excelente del Desierto		los	
_B64D91412C6E5569	m0585ckdde01	Fragmento de Mandíbula de Kincher Supremo del Desierto	un	el	Fragmentos de Mandíbula de Kincher Supremo del Desierto		los	
_EE886845ED40262A	m0585ckdfc01	Fragmento de Mandíbula de Kincher de Selección del Bosque	un	el	Fragmentos de Mandíbula de Kincher de Selección del Bosque		los	
_FE14670A84CDDEF4	m0585ckdfd01	Fragmento de Mandíbula de Kincher Excelente del Bosque	un	el	Fragmentos de Mandíbula de Kincher Excelente del Bosque		los	
_B62DE1472C6E556B	m0585ckdfe01	Fragmento de Mandíbula de Kincher Supremo del Bosque	un	el	Fragmentos de Mandíbula de Kincher Supremo del Bosque		los	
_6937604B7080261B	m0585ckdjc01	Fragmento de Mandíbula de Kincher de Selección de la Selva	un	el	Fragmentos de Mandíbula de Kincher de Selección de la Selva		los	
_80542B07401BFEF4	m0585ckdjd01	Fragmento de Mandíbula de Kincher Excelente de la Selva	un	el	Fragmentos de Mandíbula de Kincher Excelente de la Selva		los	
_B6AB11532C6EDD5D	m0585ckdje01	Fragmento de Mandíbula de Kincher Suprema de la Selva	un	el	Fragmentos de Mandíbula de Kincher Suprema de la Selva		los	
_430957825F241097	m0585ckdlc01	Fragmento de Mandíbula de Kincher de Selección de los Lagos	un	el	Fragmentos de Mandíbula de Kincher de Selección de los Lagos		los	
_2EC57B8D526ED569	m0585ckdld01	Fragmento de Mandíbula de Kincher Excelente de los Lagos	un	el	Fragmentos de Mandíbula de Kincher Excelente de los Lagos		los	
_F34E482716466B09	m0585ckdle01	Fragmento de Mandíbula de Kincher Supremo de los Lagos	un	el	Fragmentos de Mandíbula de Kincher Supremo de los Lagos		los	
_92F5769FEDFF1A46	m0585ckdpc01	Fragmento de Mandíbula de Kincher de Selección de la Primera Raíz	un	el	Fragmentos de Mandíbula de Kincher de Selección de la Primera Raíz		los	
_2BC8D9DEFD63D5DE	m0585ckdpd01	Fragmento de Mandíbula de Kincher Excelente de la Primera Raíz	un	el	Fragmentos de Mandíbula de Kincher Excelente de la Primera Raíz		los	
_A50651B1F7BDFDE1	m0585ckdpe01	Fragmento de Mandíbula de Kincher Supremo de la Primera Raíz	un	el	Fragmentos de Mandíbula de Kincher Supremo de la Primera Raíz		los	
_33589AAC09423C6C	m0586ckdca01	Secreción de Kincher Básico	una	la	Secreciones de Kincher Básico		las	
_2B527FC68E8014FA	m0586ckdcb01	Secreción de Kincher Fino	una	la	Secreciones de Kincher Fino		las	
_6181BC9B3E9BA537	m0586ckddc01	Secreción de Kincher de Selección del Desierto	una	la	Secreciones de Kincher de Selección del Desierto		las	
_61B032FC5E41C642	m0586ckddd01	Secreción de Kincher Excelente del Desierto	una	la	Secreciones de Kincher Excelente del Desierto		las	
_64C7CA59232702AC	m0586ckdde01	Secreción de Kincher Supremo del Desierto	una	la	Secreciones de Kincher Supremo del Desierto		las	
_E191BC9C00BBA141	m0586ckdfc01	Secreción de Kincher de Selección del Bosque	una	la	Secreciones de Kincher de Selección del Bosque		las	
_61C036FDA001CE42	m0586ckdfd01	Secreción de Kincher Excelente del Bosque	una	la	Secreciones de Kincher Excelente del Bosque		las	
_64B7F25E23172AAF	m0586ckdfe01	Secreción de Kincher Supremo del Bosque	una	la	Secreciones de Kincher Supremo del Bosque		las	
_1E20C48DC11B9147	m0586ckdjc01	Secreción de Kincher de Selección de la Selva	una	la	Secreciones de Kincher de Selección de la Selva		las	
_9D5E22FF21A2DE42	m0586ckdjd01	Secreción de Kincher Excelente de la Selva	una	la	Secreciones de Kincher Excelente de la Selva		las	
_E476CE5FA3D606AC	m0586ckdje01	Secreción de Kincher Supremo de la Selva	una	la	Secreciones de Kincher Supremo de la Selva		las	
_9334616088989E95	m0586ckdlc01	Secreción de Kincher de Selección de los Lagos	una	la	Secreciones de Kincher de Selección de los Lagos		las	
_AF92F2689B2DB116	m0586ckdld01	Secreción de Kincher Excelente de los Lagos	una	la	Secreciones de Kincher Excelente de los Lagos		las	
_8EFE09A185EC49B8	m0586ckdle01	Secreción de Kincher Supremo de los Lagos	una	la	Secreciones de Kincher Supremo de los Lagos		las	
_3E182A99476035BA	m0586ckdpc01	Secreción de Kincher de Selección de la Primera Raíz	una	la	Secreciones de Kincher de Selección de la Primera Raíz		las	
_6B85DB9AB125B36F	m0586ckdpd01	Secreción de Kincher Excelente de la Primera Raíz	una	la	Secreciones de Kincher Excelente de la Primera Raíz		las	
_B812EDE189E4470C	m0586ckdpe01	Secreción de Kincher Supremo de la Primera Raíz	una	la	Secreciones de Kincher Supremo de la Primera Raíz		las	
_259351661D38B878	m0587ckdca01	Fragmento de Cola de Kincher Básico	una	la	Fragmentos de Cola de Kincher Básico		los	
_B2753CE9090B6AF1	m0587ckdcb01	Fragmento de Cola de Kincher Fino	un	el	Fragmentos de Cola de Kincher Fino		los	
_5AECC2324B61D266	m0587ckddc01	Fragmento de Cola de Kincher de Selección del Desierto	un	el	Fragmentos de Cola de Kincher de Selección del Desierto		los	
_FC84338110419CBC	m0587ckddd01	Fragmento de Cola de Kincher Excelente del Desierto	un	el	Fragmentos de Cola de Kincher Excelente del Desierto		los	
_30ACD8D582638413	m0587ckdde01	Fragmento de Cola de Kincher Supremo del Desierto	un	el	Fragmentos de Cola de Kincher Supremo del Desierto		los	
_1C0CBE3ECB71D265	m0587ckdfc01	Fragmento de Cola de Kincher de Selección del Bosque	un	el	Fragmentos de Cola de Kincher de Selección del Bosque		los	
_7E945B8510519CBC	m0587ckdfd01	Fragmento de Cola de Kincher Excelente del Bosque	un	el	Fragmentos de Cola de Kincher Excelente del Bosque		los	
_309C00DA8253AC16	m0587ckdfe01	Fragmento de Cola de Kincher Supremo del Bosque	un	el	Fragmentos de Cola de Kincher Supremo del Bosque		los	
_DD6CAE480800DA52	m0587ckdjc01	Fragmento de Cola de Kincher de Selección de la Selva	un	el	Fragmentos de Cola de Kincher de Selección de la Selva		los	
_8093738D4CE068B1	m0587ckdjd01	Fragmento de Cola de Kincher Excelente de la Selva	un	el	Fragmentos de Cola de Kincher Excelente de la Selva		los	
_B05BDCDB02128813	m0587ckdje01	Fragmento de Cola de Kincher Supremo de la Selva	un	el	Fragmentos de Cola de Kincher Supremo de la Selva		los	
_80332F5B6FBE2601	m0587ckdlc01	Fragmento de Cola de Kincher de Selección de los Lagos	un	el	Fragmentos de Cola de Kincher de Selección de los Lagos		los	
_7F688BFFD11F3B35	m0587ckdld01	Fragmento de Cola de Kincher Excelente de los Lagos	un	el	Fragmentos de Cola de Kincher Excelente de los Lagos		los	
_A9E17DB06CB7E8C3	m0587ckdle01	Fragmento de Cola de Kincher Supremo de los Lagos 	un	el	Fragmentos de Cola de Kincher Supremo de los Lagos 		los	
_55347ECC3675144D	m0587ckdpc01	Fragmento de Cola de Kincher de Selección de la Primera Raíz	un	el	Fragmentos de Cola de Kincher de Selección de la Primera Raíz		los	
