creature ID	name	ia	da	cc	pr	p	pia	pda
cpbga4	Feeble Stinga	a	the			Feeble Stingas		the
cpbgb1	Feeble Stinga	a	the			Feeble Stingas		the
cpbgb2	Mild Stinga	a	the			Mild Stingas		the
cpbgb3	Minor Stinga	a	the			Minor Stingas		the
cpbgb4	Moderate Stinga	a	the			Moderate Stingas		the
cpbgc1	Moderate Stinga	a	the			Moderate Stingas		the
cpbgc2	Strong Stinga	a	the			Strong Stingas		the
cpbgc3	Vile Stinga	a	the			Vile Stingas		the
cpbgc4	Wild Stinga	a	the			Wild Stingas		the
cpbgd1	Wild Stinga	a	the			Wild Stingas		the
cpbgd2	Powerful Stinga	a	the			Powerful Stingas		the
cpbgd3	Parched Stinga	a	the			Parched Stingas		the
cpbgd4	Hungry Stinga	a	the			Hungry Stingas		the
cpbge1	Hungry Stinga	a	the			Hungry Stingas		the
cpbge2	Preying Stinga	a	the			Preying Stingas		the
cpbge3	Incensed Stinga	an	the			Incensed Stingas		the
cpbge4	Lacerating Stinga	a	the			Lacerating Stingas		the
cpbgf1	Lacerating Stinga	a	the			Lacerating Stingas		the
cpbgf2	Awesome Stinga	an	the			Awesome Stingas		the
cpbgf3	Great Stinga	a	the			Great Stingas		the
cpbla1	Weeny Stinga	a	the			Weeny Stingas		the
cpbla2	Puny Stinga	a	the			Puny Stingas		the
cpbla3	Little Stinga	a	the			Little Stingas		the
cpbla4	Feeble Stinga	a	the			Feeble Stingas		the
cpblb1	Feeble Stinga	a	the			Feeble Stingas		the
cpblb2	Mild Stinga	a	the			Mild Stingas		the
cpblb3	Minor Stinga	a	the			Minor Stingas		the
cpblb4	Moderate Stinga	a	the			Moderate Stingas		the
cpblc1	Moderate Stinga	a	the			Moderate Stingas		the
cpblc2	Strong Stinga	a	the			Strong Stingas		the
cpblc3	Vile Stinga	a	the			Vile Stingas		the
cpblc4	Wild Stinga	a	the			Wild Stingas		the
cpbld1	Wild Stinga	a	the			Wild Stingas		the
cpbld2	Powerful Stinga	a	the			Powerful Stingas		the
cpbld3	Parched Stinga	a	the			Parched Stingas		the
cpbld4	Hungry Stinga	a	the			Hungry Stingas		the
cpcfa1	Weeny Psykopla	a	the			Weeny Psykoplas		the
cpcfa2	Puny Psykopla	a	the			Puny Psykoplas		the
cpcfa3	Little Psykopla	a	the			Little Psykoplas		the
cpcfa4	Feeble Psykopla	a	the			Feeble Psykoplas		the
cpcfb1	Feeble Psykopla	a	the			Feeble Psykoplas		the
cpcfb2	Mild Psykopla	a	the			Mild Psykoplas		the
cpcfb3	Minor Psykopla	a	the			Minor Psykoplas		the
cpcfb4	Moderate Psykopla	a	the			Moderate Psykoplas		the
cpcfc1	Moderate Psykopla	a	the			Moderate Psykoplas		the
cpcfc2	Strong Psykopla	a	the			Strong Psykoplas		the
cpcfc3	Vile Psykopla	a	the			Vile Psykoplas		the
cpcfc4	Wild Psykopla	a	the			Wild Psykoplas		the
cpcga1	Weeny Psykopla	a	the			Weeny Psykoplas		the
cpcga2	Puny Psykopla	a	the			Puny Psykoplas		the
cpcga3	Little Psykopla	a	the			Little Psykoplas		the
cpcga4	Feeble Psykopla	a	the			Feeble Psykoplas		the
cpcgb1	Feeble Psykopla	a	the			Feeble Psykoplas		the
cpcgb2	Mild Psykopla	a	the			Mild Psykoplas		the
cpcgb3	Minor Psykopla	a	the			Minor Psykoplas		the
cpcgb4	Moderate Psykopla	a	the			Moderate Psykoplas		the
cpcgc1	Moderate Psykopla	a	the			Moderate Psykoplas		the
cpcgc2	Strong Psykopla	a	the			Strong Psykoplas		the
cpcgc3	Vile Psykopla	a	the			Vile Psykoplas		the
cpcgc4	Wild Psykopla	a	the			Wild Psykoplas		the
cpcgd1	Wild Psykopla	a	the			Wild Psykoplas		the
cpcgd2	Powerful Psykopla	a	the			Powerful Psykoplas		the
cpcgd3	Parched Psykopla	a	the			Parched Psykoplas		the
cpcgd4	Hungry Psykopla	a	the			Hungry Psykoplas		the
cpcge1	Hungry Psykopla	a	the			Hungry Psykoplas		the
cpcge2	Preying Psykopla	a	the			Preying Psykoplas		the
cpcge3	Incensed Psykopla	an	the			Incensed Psykoplas		the
cpcge4	Lacerating Psykopla	a	the			Lacerating Psykoplas		the
cpcgf1	Lacerating Psykopla	a	the			Lacerating Psykoplas		the
cpcgf2	Awesome Psykopla	an	the			Awesome Psykoplas		the
cpcgf3	Great Psykopla	a	the			Great Psykoplas		the
cpcja1	Weeny Psykopla	a	the			Weeny Psykoplas		the
cpcja2	Puny Psykopla	a	the			Puny Psykoplas		the
cpcja3	Little Psykopla	a	the			Little Psykoplas		the
cpcja4	Feeble Psykopla	a	the			Feeble Psykoplas		the
cpcjb1	Feeble Psykopla	a	the			Feeble Psykoplas		the
cpcjb2	Mild Psykopla	a	the			Mild Psykoplas		the
cpcjb3	Minor Psykopla	a	the			Minor Psykoplas		the
cpcjb4	Moderate Psykopla	a	the			Moderate Psykoplas		the
cpcjc1	Moderate Psykopla	a	the			Moderate Psykoplas		the
cpcjc2	Strong Psykopla	a	the			Strong Psykoplas		the
cpcjc3	Vile Psykopla	a	the			Vile Psykoplas		the
cpcjc4	Wild Psykopla	a	the			Wild Psykoplas		the
cpcjd1	Wild Psykopla	a	the			Wild Psykoplas		the
cpcjd2	Powerful Psykopla	a	the			Powerful Psykoplas		the
cpcjd3	Parched Psykopla	a	the			Parched Psykoplas		the
cpcjd4	Hungry Psykopla	a	the			Hungry Psykoplas		the
cpcje1	Hungry Psykopla	a	the			Hungry Psykoplas		the
cpcje2	Preying Psykopla	a	the			Preying Psykoplas		the
cpcje3	Incensed Psykopla	an	the			Incensed Psykoplas		the
cpcje4	Lacerating Psykopla	a	the			Lacerating Psykoplas		the
cpcjf1	Lacerating Psykopla	a	the			Lacerating Psykoplas		the
cpcjf2	Awesome Psykopla	an	the			Awesome Psykoplas		the
cpcjf3	Great Psykopla	a	the			Great Psykoplas		the
cpdfa1	Weeny Slaveni	a	the			Weeny Slavenis		the
cpdfa2	Puny Slaveni	a	the			Puny Slavenis		the
cpdfa3	Little Slaveni	a	the			Little Slavenis		the
cpdfa4	Feeble Slaveni	a	the			Feeble Slavenis		the
cpdfb1	Feeble Slaveni	a	the			Feeble Slavenis		the
cpdfb2	Mild Slaveni	a	the			Mild Slavenis		the
cpdfb3	Minor Slaveni	a	the			Minor Slavenis		the
cpdfb4	Moderate Slaveni	a	the			Moderate Slavenis		the
cpdfe1	Hungry Slaveni	a	the			Hungry Slavenis		the
cpdfe2	Preying Slaveni	a	the			Preying Slavenis		the
cpdfe3	Incensed Slaveni	an	the			Incensed Slavenis		the
cpdfe4	Lacerating Slaveni	a	the			Lacerating Slavenis		the
cpdff1	Lacerating Slaveni	a	the			Lacerating Slavenis		the
cpdff2	Awesome Slaveni	an	the			Awesome Slavenis		the
cpdff3	Great Slaveni	a	the			Great Slavenis		the
cpdga1	Weeny Slaveni	a	the			Weeny Slavenis		the
cpdga2	Puny Slaveni	a	the			Puny Slavenis		the
cpdga3	Little Slaveni	a	the			Little Slavenis		the
cpdga4	Feeble Slaveni	a	the			Feeble Slavenis		the
cpdgb1	Feeble Slaveni	a	the			Feeble Slavenis		the
cpdgb2	Mild Slaveni	a	the			Mild Slavenis		the
cpdgb3	Minor Slaveni	a	the			Minor Slavenis		the
cpdgb4	Moderate Slaveni	a	the			Moderate Slavenis		the
cpdgc1	Moderate Slaveni	a	the			Moderate Slavenis		the
cpdgc2	Strong Slaveni	a	the			Strong Slavenis		the
cpdgc3	Vile Slaveni	a	the			Vile Slavenis		the
cpdgc4	Wild Slaveni	a	the			Wild Slavenis		the
cpdgd1	Wild Slaveni	a	the			Wild Slavenis		the
cpdgd2	Powerful Slaveni	a	the			Powerful Slavenis		the
cpdgd3	Parched Slaveni	a	the			Parched Slavenis		the
cpdgd4	Hungry Slaveni	a	the			Hungry Slavenis		the
cpdge1	Hungry Slaveni	a	the			Hungry Slavenis		the
cpdge2	Preying Slaveni	a	the			Preying Slavenis		the
cpdge3	Incensed Slaveni	an	the			Incensed Slavenis		the
cpdge4	Lacerating Slaveni	a	the			Lacerating Slavenis		the
cpdgf1	Lacerating Slaveni	a	the			Lacerating Slavenis		the
cpdgf2	Awesome Slaveni	an	the			Awesome Slavenis		the
cpdgf3	Great Slaveni	a	the			Great Slavenis		the
cpdja1	Weeny Slaveni	a	the			Weeny Slavenis		the
cpdja2	Puny Slaveni	a	the			Puny Slavenis		the
cpdja3	Little Slaveni	a	the			Little Slavenis		the
cpdja4	Feeble Slaveni	a	the			Feeble Slavenis		the
cpdjb1	Feeble Slaveni	a	the			Feeble Slavenis		the
cpdjb2	Mild Slaveni	a	the			Mild Slavenis		the
cpdjb3	Minor Slaveni	a	the			Minor Slavenis		the
cpdjb4	Moderate Slaveni	a	the			Moderate Slavenis		the
cpdjc1	Moderate Slaveni	a	the			Moderate Slavenis		the
cpdjc2	Strong Slaveni	a	the			Strong Slavenis		the
cpdjc3	Vile Slaveni	a	the			Vile Slavenis		the
cpdjc4	Wild Slaveni	a	the			Wild Slavenis		the
cpdje1	Hungry Slaveni	a	the			Hungry Slavenis		the
cpdje2	Preying Slaveni	a	the			Preying Slavenis		the
cpdje3	Incensed Slaveni	an	the			Incensed Slavenis		the
cpdje4	Lacerating Slaveni	a	the			Lacerating Slavenis		the
cpdjf1	Lacerating Slaveni	a	the			Lacerating Slavenis		the
cpdjf2	Awesome Slaveni	an	the			Awesome Slavenis		the
cpdjf3	Great Slaveni	a	the			Great Slavenis		the
cpefa1	Weeny Cratcha	a	the			Weeny Cratchas		the
cpefa2	Puny Cratcha	a	the			Puny Cratchas		the
cpefa3	Little Cratcha	a	the			Little Cratchas		the
cpefa4	Feeble Cratcha	a	the			Feeble Cratchas		the
cpefb1	Feeble Cratcha	a	the			Feeble Cratchas		the
cpefb2	Mild Cratcha	a	the			Mild Cratchas		the
cpefb3	Minor Cratcha	a	the			Minor Cratchas		the
cpefb4	Moderate Cratcha	a	the			Moderate Cratchas		the
cpefc1	Moderate Cratcha	a	the			Moderate Cratchas		the
cpefc2	Strong Cratcha	a	the			Strong Cratchas		the
cpefc3	Vile Cratcha	a	the			Vile Cratchas		the
cpefc4	Wild Cratcha	a	the			Wild Cratchas		the
cpefd1	Wild Cratcha	a	the			Wild Cratchas		the
cpefd2	Powerful Cratcha	a	the			Powerful Cratchas		the
cpefd3	Parched Cratcha	a	the			Parched Cratchas		the
cpefd4	Hungry Cratcha	a	the			Hungry Cratchas		the
cpefe1	Hungry Cratcha	a	the			Hungry Cratchas		the
cpefe2	Preying Cratcha	a	the			Preying Cratchas		the
cpefe3	Incensed Cratcha	an	the			Incensed Cratchas		the
cpefe4	Lacerating Cratcha	a	the			Lacerating Cratchas		the
cpegb1	Cratcha							
cpegb2	Cratcha							
cpegb3	Cratcha							
cpegb4	Cratcha							
cpegc1	Cratcha							
cpegc2	Cratcha							
cpegc3	Cratcha							
cpegc4	Cratcha							
cpegd1	Cratcha							
cpegd2	Cratcha							
cpegd3	Cratcha							
cpegd4	Cratcha							
cpege1	Cratcha							
cpege2	Cratcha							
cpege3	Cratcha							
cpege4	Cratcha							
cpegf1	Cratcha							
cpegf2	Cratcha							
cpegf3	Cratcha							
cpegf4	Cratcha							
cpeja1	Weeny Cratcha	a	the			Weeny Cratchas		the
cpeja2	Puny Cratcha	a	the			Puny Cratchas		the
cpeja3	Little Cratcha	a	the			Little Cratchas		the
cpeja4	Feeble Cratcha	a	the			Feeble Cratchas		the
cpejb1	Feeble Cratcha	a	the			Feeble Cratchas		the
cpejb2	Mild Cratcha	a	the			Mild Cratchas		the
cpejb3	Minor Cratcha	a	the			Minor Cratchas		the
cpejb4	Moderate Cratcha	a	the			Moderate Cratchas		the
cpejc1	Moderate Cratcha	a	the			Moderate Cratchas		the
cpejc2	Strong Cratcha	a	the			Strong Cratchas		the
cpejc3	Vile Cratcha	a	the			Vile Cratchas		the
cpejc4	Wild Cratcha	a	the			Wild Cratchas		the
cpejd1	Wild Cratcha	a	the			Wild Cratchas		the
cpejd2	Powerful Cratcha	a	the			Powerful Cratchas		the
cpejd3	Parched Cratcha	a	the			Parched Cratchas		the
cpejd4	Hungry Cratcha	a	the			Hungry Cratchas		the
cpeje1	Hungry Cratcha	a	the			Hungry Cratchas		the
cpeje2	Preying Cratcha	a	the			Preying Cratchas		the
cpeje3	Incensed Cratcha	an	the			Incensed Cratchas		the
cpeje4	Lacerating Cratcha	a	the			Lacerating Cratchas		the
cpejf1	Lacerating Cratcha	a	the			Lacerating Cratchas		the
cpejf2	Awesome Cratcha	an	the			Awesome Cratchas		the
cpejf3	Great Cratcha	a	the			Great Cratchas		the
cpfda1	Weeny Shooki	a	the			Weeny Shookis		the
cpfda2	Puny Shooki	a	the			Puny Shookis		the
cpfda3	Little Shooki	a	the			Little Shookis		the
cpfda4	Feeble Shooki	a	the			Feeble Shookis		the
cpfdb1	Feeble Shooki	a	the			Feeble Shookis		the
cpfdb2	Mild Shooki	a	the			Mild Shookis		the
cpfdb3	Minor Shooki	a	the			Minor Shookis		the
cpfdb4	Moderate Shooki	a	the			Moderate Shookis		the
cpfdc1	Moderate Shooki	a	the			Moderate Shookis		the
cpfdc2	Strong Shooki	a	the			Strong Shookis		the
cpfdc3	Vile Shooki	a	the			Vile Shookis		the
cpfdc4	Wild Shooki	a	the			Wild Shookis		the
cpfdd1	Wild Shooki	a	the			Wild Shookis		the
cpfdd2	Powerful Shooki	a	the			Powerful Shookis		the
cpfdd3	Parched Shooki	a	the			Parched Shookis		the
cpfdd4	Hungry Shooki	a	the			Hungry Shookis		the
cpfde1	Hungry Shooki	a	the			Hungry Shookis		the
cpfde2	Preying Shooki	a	the			Preying Shookis		the
cpfde3	Incensed Shooki	an	the			Incensed Shookis		the
cpfde4	Lacerating Shooki	a	the			Lacerating Shookis		the
cpfga1	Weeny Shooki	a	the			Weeny Shookis		the
cpfga2	Puny Shooki	a	the			Puny Shookis		the
cpfga3	Little Shooki	a	the			Little Shookis		the
cpfga4	Feeble Shooki	a	the			Feeble Shookis		the
cpfgb1	Feeble Shooki	a	the			Feeble Shookis		the
cpfgb2	Mild Shooki	a	the			Mild Shookis		the
cpfgb3	Minor Shooki	a	the			Minor Shookis		the
cpfgb4	Moderate Shooki	a	the			Moderate Shookis		the
cpfgc1	Moderate Shooki	a	the			Moderate Shookis		the
cpfgc2	Strong Shooki	a	the			Strong Shookis		the
cpfgc3	Vile Shooki	a	the			Vile Shookis		the
cpfgc4	Wild Shooki	a	the			Wild Shookis		the
cpfgd1	Wild Shooki	a	the			Wild Shookis		the
cpfgd2	Powerful Shooki	a	the			Powerful Shookis		the
cpfgd3	Parched Shooki	a	the			Parched Shookis		the
cpfgd4	Hungry Shooki	a	the			Hungry Shookis		the
cpfge1	Hungry Shooki	a	the			Hungry Shookis		the
cpfge2	Preying Shooki	a	the			Preying Shookis		the
cpfge3	Incensed Shooki	an	the			Incensed Shookis		the
cpfge4	Lacerating Shooki	a	the			Lacerating Shookis		the
cpfgf1	Lacerating Shooki	a	the			Lacerating Shookis		the
cpfgf2	Awesome Shooki	an	the			Awesome Shookis		the
cpfgf3	Great Shooki	a	the			Great Shookis		the
hegc5	Distorted Cray	a	the			Distorted Crays		the
chcfa1	Capryni	a	the			Caprynies		the
chcfa2	Capryni	a	the			Caprynies		the
chcfa3	Capryni	a	the			Caprynies		the
chcfa4	Capryni	a	the			Caprynies		the
chale5	arma							
ccdle5	hachtaha							
ckhle5	pucetron							
ckdle5	kitimandib							
chsle5	H7							
chhle5	mektoub							
ccdle8	jungler							
ccile8	zerx							
cdale8	cute							
ckjle8	kitikil							
ckfle8	kitinega							
ccnle8	C5							
ckele8	kitinagan							
ccfle8	ryzerb							
ckele7	kitinagan							
cdale7	cute							
chsle7	H7							
chale7	arma							
ccdle7	jungler							
ccdlf4	jungler							
ccflf4	ryzerb							
ckhlf4	pucetron							
ckblf4	kitihank							
ckglf4	kitinokto							
ccdlf5	jungler							
ccflf5	ryzerb							
chrlf5	H6							
ckglf5	kitinokto							
ccnlf8	C5							
cdalf8	cute							
ccflf8	ryzerb							
chulf8	H9							
ckflf8	kitinega							
ccnlf7	C5							
chulf7	H9							
chgpd5	kakty							
ckjpd5	kitikil							
ccipd5	zerx							
ckhpd5	pucetron							
chbpd5	bul							
cdapd5	cute							
ckjpd8	kitikil							
ccnpd8	C5							
cdapd8	cute							
ckipd8	ktifly							
ccipd8	kitikil							
ckdpd8	kitimandib							
cpapd7	cephaloplant							
ckdpd7	kitimandib							
cdapd7	cute							
ccnpd7	C5							
chlpe5	vampignon							
ckepe5	ktitinagan							
ckdpe5	kitimandib							
ckipe5	kitifly							
ckfpe5	kitinega							
ccope5	C6							
cchpe5	varinx							
chxpe5	H12							
chape5	arma							
chbpe5	bul							
ckgpe5	kitinokto							
ckipe8	kitifly							
ckfpe8	kitinega							
ccope8	C6							
ckdpe8	kitimandib							
chxpe8	H12							
chape8	arma							
cchpe8	varinx							
ckgpe8	kitinokto							
cdape8	cute							
ckepe8	kitinagan							
ccope7	C6							
ckhpe7	pucetron							
chlpe7	vampignon							
ckfpe7	kitinega							
chxpe7	H12							
chlpf4	vampignon							
chgpf4	kakty							
cpapf4	cephaloplant							
ckhpf4	pucetron							
ckbpf4	kitihank							
ckgpf4	kitinokto							
ckapf4	diranak							
ckepf4	kitinagan							
ckjpf4	kitikil							
ckipf4	kitifly							
ckfpf6	kitinega							
chhpf5	mektoub							
chlpf5	vampignon							
chgpf5	kakty							
ccmpf5	C4							
ccopf5	C6							
ccgpf5	ryzoholok							
ckhpf5	pucetron							
ckgpf5	kitinokto							
ckepf5	kitinagan							
ckjpf5	kitikil							
ckipf5	kitifly							
ckfpf5	kitinega							
ckdpf5	kitimandib							
chxpf6	H12							
cdapf6	cute							
ccgpf7	ryzoholok							
ccmpf7	C4							
ccopf7	C6							
ckdpf7	kitimandib							
chgpf7	kakty							
ckfpf7	kitinega							
ckipf7	kitifly							
ckepf7	kitinega							
ckgpf7	kitinokto							
cpapf7	cephaloplant							
chlpf7	vampignon							
chhpf7	mektoub							
chfgc2	filin							
ccdgc1	jungler							
ccdgc2	jungler							
ccdgc3	jungler							
ccdgc4	jungler							
chfgd1	filin							
ccdgd1	jungler							
ccdgd2	jungler							
ccdgd3	jungler							
ccdgd4	jungler							
chfge4	filin							
ccdge1	jungler							
ccdge2	jungler							
ccdge3	jungler							
ccdge4	jungler							
chegf4	estrasson							
chfgf3	filin							
chfgf4	filin							
chkgf4	ryzoholo							
chlgf4	vampignon							
ccagf4	chonari							
ccbgf4	cococlaw							
ccdgf1	jungler							
ccdgf2	jungler							
ccdgf3	jungler							
ccdgf4	jungler							
ccegf4	regus							
ccfgf4	ryzerb							
ccggf4	ryzoholok							
cbagf4	kazoar							
cbcgf4	yber							
cpagf4	cephaloplant							
cpbgf4	electrolag							
cpcgf4	phytopsy							
cpdgf4	sap enslaver							
cpfgf4	swarmplant							
ckagf4	diranak							
ckbgf4	kitihank							
ckcgf4	kitiharak							
ckdgf4	kitimandib							
ckegf4	kitinagan							
ckggf4	kitinokto							
ckigf4	kitifly							
ckjgf4	kitikil							
cdagf4	cute							
cdcgf4	frahar							
cdbgf4	gibbai							
ckaib1	diranak							
ckaib2	diranak							
ckaib3	diranak							
ckaib4	diranak							
ckbib1	kitihank							
ckbib2	kitihank							
ckbib3	kitihank							
ckbib4	kitihank							
ckcib1	kitiharak							
ckcib2	kitiharak							
ckcib3	kitiharak							
ckcib4	kitiharak							
ckdib1	kitimandib							
ckdib2	kitimandib							
ckdib3	kitimandib							
ckdib4	kitimandib							
ckeib1	kitinagan							
ckeib2	kitinagan							
ckeib3	kitinagan							
ckeib4	kitinagan							
ckfib1	kitinega							
ckfib2	kitinega							
ckfib3	kitinega							
ckfib4	kitinega							
ckfrb1	kitinega							
ckfrb2	kitinega							
ckfrb3	kitinega							
ckfrb4	kitinega							
ckgib1	kitinokto							
ckgib2	kitinokto							
ckgib3	kitinokto							
ckgib4	kitinokto							
ckhib1	pucetron							
ckhib2	pucetron							
ckhib3	pucetron							
ckhib4	pucetron							
ckiib1	kitifly							
ckiib2	kitifly							
ckiib3	kitifly							
ckiib4	kitifly							
ckjib1	kitikil							
ckjib2	kitikil							
ckjib3	kitikil							
ckjib4	kitikil							
ckbib5	kitihank							
ckeib7	kitinagan							
ckaic1	diranak							
ckaic2	diranak							
ckaic3	diranak							
ckaic4	diranak							
ckbic1	kitihank							
ckbic2	kitihank							
ckbic3	kitihank							
ckbic4	kitihank							
ckcic1	kitiharak							
ckcic2	kitiharak							
ckcic3	kitiharak							
ckcic4	kitiharak							
ckdic1	kitimandib							
ckdic2	kitimandib							
ckdic3	kitimandib							
ckdic4	kitimandib							
ckeic1	kitinagan							
ckeic2	kitinagan							
ckeic3	kitinagan							
ckeic4	kitinagan							
ckfic1	kitinega							
ckfic2	kitinega							
ckfic3	kitinega							
ckfic4	kitinega							
ckfrc1	kitinega							
ckfrc2	kitinega							
ckfrc3	kitinega							
ckfrc4	kitinega							
ckgic1	kitinokto							
ckgic2	kitinokto							
ckgic3	kitinokto							
ckgic4	kitinokto							
ckhic1	pucetron							
ckhic2	pucetron							
ckhic3	pucetron							
ckhic4	pucetron							
ckiic1	kitifly							
ckiic2	kitifly							
ckiic3	kitifly							
ckiic4	kitifly							
ckjic1	kitikil							
ckjic2	kitikil							
ckjic3	kitikil							
ckjic4	kitikil							
ckbic5	kitihank							
ckeic7	kitinagan							
ckaid1	diranak							
ckaid2	diranak							
ckaid3	diranak							
ckaid4	diranak							
ckbid1	kitihank							
ckbid2	kitihank							
ckbid3	kitihank							
ckbid4	kitihank							
ckcid1	kitiharak							
ckcid2	kitiharak							
ckcid3	kitiharak							
ckcid4	kitiharak							
ckdid1	kitimandib							
ckdid2	kitimandib							
ckdid3	kitimandib							
ckdid4	kitimandib							
ckeid1	kitinagan							
ckeid2	kitinagan							
ckeid3	kitinagan							
ckeid4	kitinagan							
ckfid1	kitinega							
ckfid2	kitinega							
ckfid3	kitinega							
ckfid4	kitinega							
ckfrd1	kitinega							
ckfrd2	kitinega							
ckfrd3	kitinega							
ckfrd4	kitinega							
ckgid1	kitinokto							
ckgid2	kitinokto							
ckgid3	kitinokto							
ckgid4	kitinokto							
ckhid1	pucetron							
ckhid2	pucetron							
ckhid3	pucetron							
ckhid4	pucetron							
ckiid1	kitifly							
ckiid2	kitifly							
ckiid3	kitifly							
ckiid4	kitifly							
ckjid1	kitikil							
ckjid2	kitikil							
ckjid3	kitikil							
ckjid4	kitikil							
ckbid5	kitihank							
ckeid7	kitinagan							
ckaie1	diranak							
ckaie2	diranak							
ckaie3	diranak							
ckaie4	diranak							
ckbie1	kitihank							
ckbie2	kitihank							
ckbie3	kitihank							
ckbie4	kitihank							
ckcie1	kitiharak							
ckcie2	kitiharak							
ckcie3	kitiharak							
ckcie4	kitiharak							
ckdie1	kitimandib							
ckdie2	kitimandib							
ckdie3	kitimandib							
ckdie4	kitimandib							
ckeie1	kitinagan							
ckeie2	kitinagan							
ckeie3	kitinagan							
ckeie4	kitinagan							
ckfie1	kitinega							
ckfie2	kitinega							
ckfie3	kitinega							
ckfie4	kitinega							
ckfre1	kitinega							
ckfre2	kitinega							
ckfre3	kitinega							
ckfre4	kitinega							
ckgie1	kitinokto							
ckgie2	kitinokto							
ckgie3	kitinokto							
ckgie4	kitinokto							
ckhie1	pucetron							
ckhie2	pucetron							
ckhie3	pucetron							
ckhie4	pucetron							
ckiie1	kitifly							
ckiie2	kitifly							
ckiie3	kitifly							
ckiie4	kitifly							
ckjie1	kitikil							
ckjie2	kitikil							
ckjie3	kitikil							
ckjie4	kitikil							
ckbie5	kitihank							
ckeie7	kitinagan							
ckaif1	diranak							
ckaif2	diranak							
ckaif3	diranak							
ckaif4	diranak							
ckbif1	kitihank							
ckbif2	kitihank							
ckbif3	kitihank							
ckbif4	kitihank							
ckcif1	kitiharak							
ckcif2	kitiharak							
ckcif3	kitiharak							
ckcif4	kitiharak							
ckdif1	kitimandib							
ckdif2	kitimandib							
ckdif3	kitimandib							
ckdif4	kitimandib							
ckeif1	kitinagan							
ckeif2	kitinagan							
ckeif3	kitinagan							
ckeif4	kitinagan							
ckfif1	kitinega							
ckfif2	kitinega							
ckfif3	kitinega							
ckfif4	kitinega							
ckfrf1	kitinega							
ckfrf2	kitinega							
ckfrf3	kitinega							
ckfrf4	kitinega							
ckgif1	kitinokto							
ckgif2	kitinokto							
ckgif3	kitinokto							
ckgif4	kitinokto							
ckhif1	pucetron							
ckhif2	pucetron							
ckhif3	pucetron							
ckhif4	pucetron							
ckiif1	kitifly							
ckiif2	kitifly							
ckiif3	kitifly							
ckiif4	kitifly							
ckjif1	kitikil							
ckjif2	kitikil							
ckjif3	kitikil							
ckjif4	kitikil							
ckbif5	kitihank							
ckeif7	kitinagan							
cbblc8	Izam							
cbcld5	Yber							
ccafc5	Gingo							
ccajd5	Gingo							
ccaje5	Gingo							
ccaje8	Gingo							
ccbdc7	Clopper							
ccbde8	Clopper							
ccblb8	Clopper							
cccdb7	Goari							
cccdc8	Goari							
ccdfe5	Torbak							
ccdfe7	Torbak							
ccdfe8	Torbak							
ccdjc5	Torbak							
ccdjc8	Torbak							
ccdje5	Torbak							
ccejb7	Ragus							
ccejc8	Ragus							
ccelc7	Ragus							
cceld8	Ragus							
ccfjf4	Najab							
ccfjf5	Najab							
ccfld5	Najab							
ccgpf8	Vorax							
cchdd8	Varinx							
cchde5	Varinx							
cchde7	Varinx							
ccidd5	Zerx							
ccidd7	Zerx							
ccidf4	Zerx							
ccidf5	Zerx							
ccijf4	Zerx							
ccijf7	Zerx							
ccjfd5	Javing							
ccjfd7	Javing							
cckdd8	Cuttler							
cckdf7	Cuttler							
